,ECA2_0033_01.a_p08,ECA2_0033_02.a_p08,ECA2_0033_03.a_p08,ECA2_0033_04.a_p08,ECA2_0033_05.a_p08,ECA2_0033_06.a_p08,ECA2_0033_08.a_p08,ECA2_0033_09.a_p08,ECA2_0033_10.a_p08
241.035404817619,1,1,1,1,1,1,1,1,1
241.119381262082,1,0,0,0,0,0,0,0,0
241.180897884247,0,0,0,0,1,0,0,0,1
243.014641879178,0,1,0,0,0,0,1,0,1
243.032814146862,0,0,1,1,0,0,0,0,0
243.033294284009,1,1,1,1,1,1,1,1,0
243.171444942575,1,0,1,1,0,0,0,0,0
244.082677655809,0,0,1,0,1,0,0,0,0
244.13033161353,1,0,0,1,0,0,0,0,0
245.009147353027,0,1,1,0,0,0,0,1,0
245.03027998601,0,0,0,0,0,1,0,1,1
245.045538737483,0,1,0,0,1,1,0,1,0
245.08194645698,1,0,0,1,0,0,0,0,0
245.114324215602,1,1,1,1,1,0,1,1,1
247.024814295629,1,1,1,0,1,1,1,1,1
247.06117641442,1,1,1,1,1,1,1,1,1
247.097606587005,1,1,1,1,1,1,0,1,0
247.112202357258,0,0,0,1,0,0,0,0,0
247.133998921942,1,0,0,0,0,0,0,0,0
247.137371430142,0,1,0,0,0,0,0,0,0
248.020070866887,1,1,0,0,0,0,0,0,0
249.004086514732,1,1,1,0,1,1,1,1,1
249.016208641142,0,0,0,0,1,0,0,0,0
249.040467863897,1,1,1,1,1,1,1,1,1
249.043829910249,1,0,0,0,0,0,0,0,0
249.076889830027,1,1,1,1,1,1,1,1,1
249.080247670156,1,1,1,0,1,0,0,0,0
249.113254751525,1,1,1,1,1,1,0,1,1
249.152981215788,1,1,1,0,1,1,1,1,1
250.03573245118,1,1,0,0,0,0,0,0,0
250.983372678203,0,0,0,0,0,0,0,1,0
251.01976940635,1,1,1,1,1,1,1,1,1
251.056133941414,1,1,1,1,1,1,1,1,1
251.07859958616,1,1,0,0,1,1,1,1,1
251.092496275315,1,1,1,1,1,1,1,1,1
251.103766666715,1,0,0,1,0,0,0,0,0
252.014976125904,0,0,1,0,0,0,0,0,0
252.051393633391,1,1,0,0,1,1,0,0,0
252.087763875716,0,0,0,0,0,1,0,0,0
252.99899212853,1,1,1,0,1,1,1,1,1
253.03538516246,1,1,1,1,1,1,1,1,1
253.075171351508,1,1,0,0,0,0,0,0,0
253.11153714301,0,0,0,0,1,0,0,0,0
254.030625598529,0,1,0,0,1,0,0,0,0
254.067040616627,0,0,0,1,1,0,0,0,1
255.014665808967,1,1,1,0,1,1,1,1,1
255.029933469066,0,1,0,0,0,0,1,0,0
255.033254471889,1,1,1,1,1,1,0,0,0
255.062297216038,1,1,1,1,1,0,0,1,1
255.066322802143,0,0,0,0,0,0,0,0,1
255.106083094096,1,0,1,0,0,1,0,1,0
255.196579554938,0,1,0,0,0,1,1,1,1
256.046262514969,0,0,0,0,1,1,0,0,0
256.993974889649,0,0,0,0,0,0,0,1,0
257.009214699739,0,0,1,0,0,0,0,0,0
257.012613043632,0,1,0,0,0,0,0,0,0
257.030318065288,1,1,1,0,1,1,1,1,1
257.045543870561,0,1,1,0,1,1,0,1,1
257.048912729196,1,1,1,1,1,1,1,1,1
257.077947553122,0,0,0,0,1,0,0,0,0
258.09835108965,0,0,0,0,1,0,0,1,1
258.145973610707,1,0,1,1,1,0,0,0,0
258.199352092008,0,0,0,0,0,0,1,0,0
258.991770986541,0,0,1,0,0,0,0,0,0
259.009578823961,0,1,1,0,0,0,0,0,0
259.024846541681,1,1,1,0,1,1,1,1,1
259.028223572559,1,1,0,0,0,1,0,0,0
259.061211474333,1,1,1,0,1,1,0,1,1
259.097627420091,1,1,1,0,1,0,0,1,0
259.129974451967,1,1,1,1,1,1,1,1,1
259.191501035286,0,1,0,0,1,1,0,1,1
260.020079830562,0,0,1,0,0,0,0,0,0
261.004075995802,1,1,1,0,1,1,1,1,1
261.040499747034,1,1,1,0,1,1,1,1,1
261.043875774277,0,0,0,0,0,1,0,0,0
261.076848305366,1,1,1,1,1,1,1,1,1
261.080183936275,0,0,0,0,0,1,0,0,0
261.113272643658,1,1,1,1,1,1,0,1,1
261.124472801397,0,0,0,0,1,0,0,0,0
261.127829753306,1,0,0,1,0,0,0,0,0
261.955591546,0,0,0,1,0,0,1,0,1
262.035708061689,0,1,1,0,1,0,0,1,1
263.002044319498,1,1,0,0,0,0,0,0,0
263.019720608659,1,1,1,1,1,1,1,1,1
263.038368134772,1,1,0,0,0,1,0,0,0
263.056162162984,1,1,1,1,1,1,1,1,1
263.059518354884,1,0,1,1,1,0,0,0,1
263.092501343246,1,1,1,1,1,1,1,1,1
263.095882245298,0,0,0,0,1,0,0,0,0
263.128918628623,1,1,1,1,1,1,1,1,1
263.132294307463,0,1,0,0,0,0,0,0,0
263.140121306846,1,0,0,1,0,0,0,0,0
263.165265369389,0,0,0,0,0,1,0,0,1
264.015025418393,1,0,0,0,0,1,0,0,1
264.047399140689,0,1,1,0,1,1,1,1,1
264.051354076773,1,1,0,0,1,1,0,1,1
264.087775574999,1,0,0,0,0,0,0,0,0
264.981326435455,0,0,0,0,0,0,0,1,0
264.998978478457,1,1,1,1,1,1,1,1,1
265.035416012644,1,1,1,1,1,1,1,1,1
265.046656405287,0,0,0,0,1,0,0,0,0
265.057856790769,0,0,0,0,1,0,0,0,0
265.07175654152,1,1,1,1,1,1,1,1,1
265.108161078953,1,1,1,1,1,1,1,1,1
265.119415187426,1,0,0,1,0,0,0,0,0
265.180917735873,0,0,0,0,1,1,1,1,1
266.030602462601,1,1,1,0,1,1,1,1,1
266.044467873695,0,0,0,0,0,0,0,0,1
266.067038262927,1,1,0,0,1,1,1,1,0
266.089479883299,1,1,0,0,1,1,1,1,1
266.994272940638,0,0,0,0,0,0,1,0,0
267.000247418224,0,1,0,0,0,0,0,0,0
267.01468081692,1,1,1,1,1,1,1,1,1
267.033300270351,1,0,0,0,0,0,0,0,0
267.051013014992,1,1,1,1,1,1,1,1,1
267.072910660589,0,0,0,0,0,1,0,0,0
267.073503387235,1,1,1,1,1,1,1,1,1
267.127176248894,1,0,0,0,1,0,0,0,0
267.196602454627,1,1,0,0,1,1,1,1,1
268.046339522371,1,1,1,0,1,1,0,1,1
268.993882172413,0,1,1,0,1,1,1,1,1
269.012564560048,1,1,1,0,1,1,0,1,1
269.030335719134,1,1,1,1,1,1,1,1,1
269.04554913076,0,1,1,0,0,0,0,0,1
269.048907933494,1,1,1,1,1,1,1,1,1
269.052378521715,0,0,0,0,1,0,0,0,0
269.081964016592,0,0,0,0,0,1,0,0,0
269.121692324685,1,1,1,0,0,1,1,1,1
269.212206948243,1,1,1,0,1,1,1,1,1
270.061980946967,1,1,1,0,1,1,0,1,1
270.948988629983,0,0,0,0,0,1,0,0,0
270.991857702475,1,1,0,0,1,1,0,0,1
271.009573771378,1,1,1,0,1,1,0,1,1
271.024834307558,1,1,1,0,0,1,0,1,1
271.028193186555,1,1,1,1,1,1,0,1,1
271.061192022869,1,1,1,0,1,1,0,1,1
271.06457499118,1,1,1,1,1,1,1,1,1
271.097607674438,1,0,1,1,0,0,0,0,0
272.161546866663,1,0,0,1,1,0,0,0,0
273.004043497475,1,1,1,0,1,1,0,1,1
273.00742260806,1,1,1,0,1,1,0,1,1
273.025225111973,1,1,1,0,1,1,0,1,1
273.029118850158,0,0,0,0,0,0,0,0,1
273.040493461949,1,1,1,0,1,1,1,1,1
273.076885700268,1,1,1,1,1,1,0,1,1
273.080235019038,1,1,1,1,0,1,0,0,0
273.109211861709,1,0,0,0,1,0,0,0,0
273.113219930208,0,1,1,1,1,1,0,0,1
273.149604440299,0,0,0,0,0,0,0,1,0
274.035731587113,1,1,1,0,1,1,0,1,1
274.140843189577,1,0,0,1,1,0,0,0,0
274.97106521367,0,0,0,0,0,1,0,0,0
275.005379282527,0,0,1,0,0,1,0,1,0
275.019686012876,1,1,1,1,1,1,1,1,1
275.040884998183,1,1,1,0,1,1,0,1,1
275.056123708709,1,1,1,1,1,1,1,1,1
275.059523164066,1,0,1,1,1,1,0,0,1
275.092536767002,1,1,1,1,1,1,1,1,1
275.095894541533,1,1,1,1,1,1,0,1,1
275.103723415877,0,0,0,0,1,0,0,0,0
275.128896904455,1,1,1,0,1,1,0,1,1
275.168591143535,0,0,0,0,0,0,0,1,0
276.015002590015,1,1,1,0,1,1,0,1,1
276.051339589193,1,1,1,0,1,0,0,1,1
276.99896902096,1,1,1,0,1,1,1,1,1
277.017600287464,0,1,1,0,1,0,0,0,0
277.020980276143,1,0,0,0,1,0,0,0,0
277.035388091511,1,1,1,1,1,1,1,1,1
277.038794432503,1,0,0,0,0,1,0,0,1
277.04659200405,0,0,0,0,0,0,0,1,0
277.050112830188,0,0,0,0,0,0,0,1,1
277.059631820522,1,1,1,1,1,1,1,1,1
277.071780747801,1,1,1,1,1,1,1,1,1
277.075138374456,1,1,1,1,1,1,0,1,0
277.086336644308,1,0,1,1,1,1,0,0,0
277.108133008574,1,1,1,1,1,1,1,1,1
277.111485347462,1,1,0,0,0,0,0,0,0
277.119380108125,0,0,0,0,1,0,0,0,0
277.122772416163,0,0,0,1,0,0,0,0,0
277.155803904556,1,0,0,1,0,0,0,0,0
278.030586006734,1,1,1,0,1,1,0,1,1
278.067013845785,1,1,1,1,1,1,1,1,1
278.088258092345,0,0,0,1,0,0,0,0,0
278.103406541299,1,0,0,0,0,0,0,0,0
278.114565014363,1,0,0,1,0,0,0,0,0
278.124559603018,1,0,0,0,0,0,0,0,0
278.161018533303,0,0,0,0,0,0,0,0,1
278.996954250591,0,1,1,0,1,1,0,1,0
279.014622292583,1,1,1,0,1,1,1,1,1
279.033371502764,0,1,0,0,1,0,0,0,0
279.05103605999,1,1,1,1,1,1,1,1,1
279.054420388945,1,0,1,0,0,0,0,0,0
279.06634875781,1,0,0,0,0,0,1,0,1
279.090803972825,1,0,0,0,1,0,0,0,0
279.098603709576,1,1,1,1,1,1,1,1,1
279.109403405403,0,1,0,0,0,0,0,0,0
279.127133342822,0,1,0,0,0,0,0,0,0
279.134995754144,1,0,0,1,0,0,0,0,0
280.009888396642,0,0,0,0,0,0,0,1,0
280.046300276918,1,1,1,1,1,1,1,1,1
280.060083430889,1,1,1,1,1,1,1,1,1
280.082702213768,1,1,0,1,1,1,1,1,1
280.976082464463,1,1,0,0,0,0,0,1,0
280.993914325221,1,1,1,0,1,1,1,1,1
281.012448507522,0,1,0,0,1,0,0,0,0
281.030306431672,1,1,1,1,1,1,1,1,1
281.045524320794,0,0,1,0,0,1,0,0,1
281.048865745177,1,0,0,0,0,0,0,1,0
281.052772041435,1,0,0,0,0,0,0,0,0
281.070031927484,1,0,1,0,0,1,0,0,0
281.106400635685,1,1,1,0,1,0,0,0,0
281.121740602362,0,1,1,0,0,0,0,0,0
281.125088971439,0,1,0,0,0,0,0,0,0
281.134543750797,1,1,1,0,1,0,0,1,1
281.142831239658,1,1,1,0,0,0,0,0,0
282.025492163239,1,1,1,0,0,1,1,1,1
282.039374528758,0,0,0,0,0,0,0,0,1
282.061888615183,1,1,1,0,1,1,1,1,1
282.084373284142,1,1,0,0,1,1,1,1,1
282.991785259789,1,1,0,0,0,1,0,0,1
283.009605343612,1,1,1,0,1,1,1,1,1
283.024772053607,1,1,1,0,0,1,1,1,1
283.028151714801,1,1,1,1,1,1,0,1,1
283.04595745831,1,1,1,1,1,1,1,1,1
283.061168520033,1,1,1,0,1,1,0,1,1
283.06461189858,1,1,1,1,1,1,0,1,1
283.068429772895,1,1,0,0,1,0,0,1,1
283.137346800078,1,1,1,1,0,1,1,1,0
283.227901399487,1,0,0,0,0,0,0,0,0
284.04118864771,0,1,0,0,1,1,0,1,1
284.161546932859,1,0,0,1,1,0,0,0,0
285.004091693502,0,0,1,0,0,1,0,1,0
285.007452173942,1,1,1,1,1,1,1,1,1
285.022593653315,0,0,0,0,0,1,0,1,0
285.022813919078,0,0,0,0,0,0,0,0,1
285.025195022631,1,1,1,1,1,1,1,1,1
285.040424086902,1,1,1,1,1,1,1,1,1
285.043794980597,1,1,1,1,1,1,1,1,1
285.076811975257,1,1,1,1,1,1,1,0,1
285.080182644273,1,1,1,1,1,1,1,1,1
285.113207577986,0,1,0,0,0,1,0,0,1
285.116568006492,1,1,1,0,0,1,0,0,1
286.072070189985,0,0,0,0,0,0,0,1,0
286.17717909044,1,0,1,1,1,0,0,0,0
286.986661619506,0,1,1,0,1,1,0,1,0
287.019652973634,1,1,1,0,1,1,1,1,1
287.02301987597,1,1,1,1,1,1,1,1,1
287.040868822099,1,1,1,1,1,1,1,1,1
287.055215643865,0,1,1,0,1,1,1,1,1
287.056056994507,1,1,1,1,1,1,1,1,1
287.059470846355,1,1,1,1,1,1,0,1,0
287.084144022867,0,0,0,0,0,1,0,0,0
287.09249808681,1,1,1,1,1,1,1,1,1
287.095851350916,1,0,0,1,1,1,0,0,1
287.124855166614,1,0,0,0,1,1,0,0,0
287.128880508999,1,1,1,0,1,1,0,1,1
288.051355434884,1,1,1,0,1,1,0,1,1
288.087786851424,0,0,0,0,0,1,0,0,0
288.156510341019,1,0,1,1,1,0,0,0,1
288.998906074004,1,1,1,0,0,1,1,1,1
289.002344111945,0,1,1,0,1,1,0,0,1
289.017754717467,0,0,1,0,0,0,0,0,0
289.035335238622,1,1,1,1,1,1,1,1,1
289.038715491215,1,1,0,0,1,1,1,0,1
289.046526634792,0,0,0,0,0,0,0,0,1
289.071733504922,1,1,1,1,1,1,1,1,1
289.075126885359,1,1,1,1,1,1,0,1,1
289.108143001339,1,1,1,1,1,1,0,1,1
289.111520171072,1,0,1,1,1,0,0,0,1
289.144556135556,1,1,1,0,1,1,1,1,1
289.167128324661,0,0,0,0,0,0,0,0,1
290.030619493082,1,1,1,0,1,1,0,1,1
290.066981944182,1,1,1,1,1,0,0,1,1
290.143068772617,0,1,0,0,0,0,0,0,0
290.160926828793,0,0,0,0,0,0,0,0,1
290.996848309461,0,1,0,0,0,0,0,0,0
291.014598605754,1,1,1,1,1,1,1,1,1
291.017961400306,0,0,0,0,1,0,0,0,1
291.025806728591,0,0,0,0,0,0,0,1,0
291.033326943876,1,0,0,0,0,1,0,0,0
291.050985782488,1,1,1,1,1,1,1,1,1
291.054341506538,1,1,1,1,1,1,1,1,1
291.090755523447,1,1,1,1,1,1,0,1,0
291.098673822461,1,0,0,1,0,0,0,0,1
291.163556759499,0,0,1,0,0,0,0,0,0
291.196548780538,0,0,0,0,0,0,1,1,1
292.009867999166,1,1,1,0,1,1,1,1,1
292.046219924199,1,1,1,1,1,1,1,1,1
292.082602143204,1,1,1,0,1,1,0,1,1
292.13028576484,1,0,0,1,0,0,0,0,0
292.176549658728,0,0,0,0,1,0,0,0,0
292.993895352692,1,1,1,0,1,1,1,1,1
293.012497457777,1,1,1,0,1,1,1,1,1
293.030316334653,1,1,1,1,1,1,1,1,1
293.0336751019,1,0,0,0,1,0,0,0,0
293.041497381739,0,1,0,0,0,0,0,1,0
293.045415773167,0,0,0,0,0,0,0,1,0
293.048859151566,1,1,1,0,0,1,0,0,1
293.066707280246,1,1,1,1,1,1,1,1,1
293.070069024992,1,1,1,1,1,1,1,1,1
293.07787801187,0,1,0,1,1,0,0,0,0
293.081806665541,0,0,0,0,0,0,0,1,0
293.087763317162,0,0,0,0,0,0,0,0,1
293.10645314903,1,1,1,0,1,0,0,1,1
293.114267381535,1,1,1,1,1,1,1,1,1
293.142838517349,0,1,0,0,0,0,0,0,0
293.15064965365,1,0,1,1,0,0,0,0,0
293.212208631265,0,0,0,0,0,1,0,0,1
294.007707594006,0,0,0,0,0,1,0,0,0
294.02550264537,1,1,1,0,1,1,1,1,1
294.061871238235,1,1,1,1,1,1,1,1,1
294.134611046769,0,1,0,0,0,0,0,0,0
294.991826636486,1,1,1,0,1,1,0,1,0
295.00951132373,1,1,1,1,1,1,1,1,1
295.024706849694,0,1,0,0,0,1,0,0,0
295.028206814797,1,1,0,1,1,0,0,0,1
295.04590311567,1,1,1,1,1,1,1,1,1
295.049207471629,0,0,1,0,0,0,0,0,0
295.057133625695,1,0,1,0,1,0,0,0,0
295.064565377892,1,0,0,0,0,1,0,0,0
295.085643588218,1,1,0,0,1,0,0,0,0
295.093548011142,1,0,0,1,0,0,1,0,0
295.122027175825,1,1,1,0,1,0,0,0,0
295.137369757887,1,1,1,1,0,1,1,0,0
295.19144189826,1,0,1,0,1,1,0,1,0
295.227829671269,0,0,0,0,0,0,0,1,1
296.041158658086,1,1,1,0,1,1,1,1,1
296.971075098414,0,0,0,0,0,0,0,1,0
296.988731045612,0,0,0,0,0,0,0,1,0
297.007476757422,1,1,1,0,1,1,0,1,0
297.025193164039,1,1,1,1,1,1,1,1,1
297.040481669324,1,1,1,0,1,1,1,1,1
297.043850732416,1,1,1,1,1,1,0,0,0
297.053423061896,0,0,0,0,1,0,0,0,0
297.072866203068,0,0,0,0,1,0,0,0,0
297.076858374725,1,1,1,0,1,0,1,0,0
297.080196216416,1,1,1,1,1,1,1,1,0
297.089862170587,0,0,0,0,1,0,0,0,0
297.116608279898,0,1,0,0,0,0,0,0,0
297.13772162422,1,1,0,0,1,0,0,1,1
297.243503391361,0,0,0,0,0,0,0,0,1
298.035649074126,0,0,0,0,0,0,1,0,1
298.140824139837,1,0,1,0,0,0,0,0,0
298.177221206525,1,0,1,1,0,0,0,0,1
299.004529161838,0,1,1,0,0,0,0,1,1
299.019723068594,1,1,1,0,1,1,1,1,1
299.023064450263,1,1,1,1,1,1,1,1,1
299.040885905944,1,1,1,1,1,1,1,1,1
299.056107822858,1,1,1,0,1,1,1,1,1
299.059458844511,1,1,1,1,1,1,0,1,1
299.092465654528,1,0,1,0,0,1,1,0,1
299.095869094417,1,1,1,1,1,1,1,1,0
299.128866086425,0,0,0,0,0,0,0,0,1
299.141917249727,1,0,1,0,1,0,1,1,1
300.014985988225,0,1,0,0,0,0,0,0,1
300.051338811914,0,0,0,0,0,0,0,0,1
300.072452790186,1,1,1,1,1,1,0,0,1
300.120137423608,0,0,0,1,0,0,0,1,0
300.156517995133,0,0,0,1,0,0,0,0,0
300.192899891053,1,0,1,1,1,0,0,0,1
300.998955843029,1,1,1,1,1,1,1,1,1
301.002306719314,1,1,1,1,1,1,0,1,1
301.020162643022,1,1,1,1,1,1,1,1,1
301.035341309197,1,1,1,1,1,1,1,1,1
301.03867625681,1,1,1,1,1,1,1,1,1
301.071730761426,1,1,1,1,1,1,1,1,1
301.075081548419,1,1,1,1,0,1,1,1,1
301.0752351495,0,0,0,0,1,0,0,0,0
301.084785218452,1,1,1,1,1,1,1,1,1
301.108118324192,1,1,1,1,1,1,1,1,1
301.111471697653,1,0,0,1,0,1,1,1,1
301.144514079467,1,0,0,1,1,1,0,1,1
301.151722812957,1,0,0,1,0,0,0,0,0
301.157568702067,1,1,1,0,1,1,1,1,1
302.030578792255,0,0,0,0,1,1,0,1,1
302.066925276135,0,0,0,0,0,0,1,0,0
302.13574432609,1,0,1,1,1,1,1,1,1
302.172131462719,1,0,1,1,1,0,0,0,1
302.996947674967,0,1,0,0,0,1,0,1,0
303.014615944586,1,1,1,1,1,1,1,1,1
303.018003922976,1,1,1,0,1,1,0,1,0
303.033287538246,1,0,0,0,0,0,0,0,0
303.035800609698,1,1,1,0,1,1,1,1,1
303.051014761484,1,0,1,1,1,1,1,1,0
303.054355132635,1,1,1,0,1,1,0,1,1
303.069521655947,1,0,0,0,0,1,1,1,1
303.087420249974,1,1,1,1,1,1,1,1,1
303.090773823008,1,1,1,1,1,1,1,1,1
303.12381011849,1,1,1,1,1,1,1,1,1
303.127082467759,1,0,0,1,0,0,0,0,0
303.160201209382,1,1,1,0,1,1,1,1,1
303.173192746032,1,1,1,0,1,1,1,1,1
303.217659936381,1,1,1,0,1,1,1,1,1
304.00254759048,0,1,0,0,0,0,0,0,0
304.009903701175,0,1,0,0,1,1,1,1,1
304.046306619031,1,1,1,0,1,1,1,1,1
304.053501649872,0,1,0,0,1,0,1,0,1
304.158839418165,0,1,0,0,0,0,0,0,0
304.993861450993,1,1,1,0,1,1,1,1,1
305.012588030174,0,1,0,0,1,1,0,0,1
305.030274203965,1,1,1,1,1,1,1,1,1
305.033623792726,1,0,0,0,1,0,0,1,0
305.048971044159,0,1,0,0,0,0,0,0,0
305.051456337637,1,0,1,0,1,1,0,1,1
305.066654821895,1,1,1,1,1,1,1,1,1
305.070009125444,1,1,1,1,1,1,1,1,1
305.077841070476,0,0,0,1,0,0,0,0,0
305.103064603926,1,1,1,1,1,1,1,1,1
305.106420819019,1,1,1,1,1,1,0,1,1
305.139456921456,1,1,1,1,1,1,1,1,1
305.175849498487,1,1,1,1,1,0,1,1,1
305.183068062007,0,0,0,0,0,0,0,0,1
305.194523496967,0,0,0,0,0,1,1,0,0
306.025466421041,1,1,1,0,1,1,1,1,1
306.145856673397,0,0,0,1,0,0,0,0,0
306.991808667675,1,1,1,0,1,1,0,1,1
307.009519970076,1,1,1,1,1,1,1,1,1
307.026168289049,0,1,0,0,0,0,1,0,0
307.028212945213,1,1,1,0,1,1,0,1,1
307.045927506599,1,1,1,1,1,1,1,1,1
307.049277594713,1,1,1,1,0,1,0,1,1
307.057153955705,1,0,0,0,0,0,0,0,0
307.061165305572,0,0,0,0,1,0,1,0,1
307.064606959786,0,1,1,0,1,1,0,0,0
307.067087728662,0,0,0,0,1,0,0,0,0
307.085693241582,1,1,1,1,1,1,1,1,1
307.093533716191,0,0,1,1,1,0,0,0,0
307.100942563633,0,0,0,0,1,0,0,0,0
307.103602662976,0,1,0,0,0,0,0,0,0
307.122104008955,1,0,0,0,1,0,0,0,0
308.00477750775,0,1,0,0,0,0,0,0,0
308.077605234938,1,1,1,1,1,1,1,1,1
308.080958666364,0,0,0,0,1,0,0,0,0
308.117341089639,0,1,0,0,0,0,0,0,0
308.125194319191,0,0,0,1,0,0,0,0,0
308.138234674506,1,0,1,1,1,0,0,0,0
308.207932311867,0,0,0,0,0,0,0,1,0
308.971124628753,0,1,0,0,0,0,0,1,1
308.98877977796,1,1,1,0,1,1,1,1,1
309.00749102392,1,1,1,0,1,1,1,1,1
309.02518522443,1,1,1,1,1,1,1,1,1
309.040474758693,1,1,1,0,0,1,1,1,1
309.043839777574,1,0,1,1,1,1,0,0,0
309.064923531994,1,0,1,0,0,1,0,0,1
309.07282514098,1,0,1,0,1,0,0,0,1
309.080187798344,1,0,0,0,0,1,0,1,0
309.101372678021,1,1,1,0,1,1,0,0,1
309.109211875195,1,0,1,1,1,1,1,1,1
309.119089199185,1,0,0,0,0,0,0,0,0
309.13777148819,1,1,0,0,1,0,0,0,1
310.020442277381,1,1,0,0,1,1,0,1,1
310.056812798433,1,1,1,1,1,1,1,1,1
310.132982592948,0,1,0,0,0,0,0,0,0
310.986768026377,0,1,0,0,0,1,0,1,1
311.004431862722,1,1,1,1,1,1,1,1,1
311.019754816177,1,1,1,0,1,1,1,1,1
311.023168282526,1,1,1,1,1,1,1,1,1
311.040842997254,1,1,1,1,1,1,1,1,1
311.044179023152,1,0,1,0,0,1,0,1,0
311.056097918132,1,1,1,1,0,1,1,1,1
311.059546926371,1,1,1,1,1,1,0,1,1
311.088446843845,1,0,0,0,0,0,0,0,0
311.092459254113,1,1,1,1,0,1,0,1,1
311.09588506451,1,1,1,1,1,1,1,1,0
311.117035068323,1,0,0,0,1,0,0,0,0
311.128830697331,1,0,0,0,0,0,0,0,0
311.13223291676,1,0,0,0,1,1,0,0,0
