,ECA2_0018_01.a_p1,ECA2_0018_02.a_p1,ECA2_0018_03.a_p1,ECA2_0018_04.a_p1,ECA2_0018_05.a_p1,ECA2_0018_06.a_p1,ECA2_0018_07.a_p1,ECA2_0018_09.a_p1,ECA2_0018_10.a_p1
264.108914241843,1,0,0,0,0,0,0,0,0
264.998978478457,1,1,0,1,1,1,1,1,0
265.028604276279,0,0,0,1,0,0,0,0,0
265.035416012644,1,1,1,1,1,1,1,1,1
265.057856790769,0,0,0,0,0,1,0,0,0
265.07175654152,1,1,1,1,1,1,1,1,1
265.108161078953,1,1,1,1,1,1,1,1,0
265.119415187426,1,1,1,1,1,1,1,1,1
265.180917735873,1,1,1,1,1,1,0,0,0
266.089479883299,1,1,1,1,1,1,1,1,1
267.01468081692,1,1,1,1,1,1,1,1,1
267.051013014992,1,1,1,1,1,1,1,1,1
267.073503387235,1,1,1,1,1,1,1,1,1
267.127176248894,0,0,0,0,0,1,0,0,0
267.196602454627,1,1,1,1,1,1,1,1,0
268.103857517646,1,0,0,0,0,0,0,0,0
269.030335719134,1,1,1,1,1,1,1,1,1
269.048907933494,0,0,0,0,1,0,0,0,0
269.121692324685,0,0,0,1,1,1,0,0,0
269.212206948243,1,1,1,1,1,1,1,1,1
271.061192022869,1,1,0,0,0,1,0,1,0
271.06457499118,0,0,0,0,1,0,0,0,0
271.983552630636,0,1,0,0,0,0,0,0,0
272.161546866663,1,1,1,1,1,1,1,1,1
273.025225111973,0,1,0,0,1,1,1,1,0
273.040493461949,1,1,1,1,1,1,1,1,1
273.076885700268,0,1,0,1,1,1,1,1,0
273.080235019038,1,1,1,1,1,1,1,0,1
273.116583921206,0,0,0,0,1,0,1,0,1
273.149604440299,0,1,0,1,0,0,0,0,0
274.039121654972,0,0,0,0,0,0,0,1,0
274.140843189577,1,0,1,0,0,0,1,0,0
275.019686012876,1,1,1,1,1,1,1,1,0
275.040884998183,1,0,0,0,1,0,1,1,0
275.056123708709,1,1,1,1,1,1,1,1,1
275.059523164066,0,0,0,0,1,0,0,0,0
275.092536767002,1,1,1,1,0,1,0,1,0
275.095894541533,1,1,1,1,1,1,1,1,1
275.128896904455,0,0,1,1,0,1,0,1,0
275.165238261631,0,1,1,1,0,1,0,1,0
275.186391735762,0,0,0,1,0,1,0,0,0
275.94303667675,0,0,0,0,1,0,0,0,0
276.99896902096,0,1,1,1,1,1,1,1,0
277.035388091511,1,1,1,1,1,1,1,1,1
277.038794432503,0,0,0,0,1,0,0,0,0
277.050112830188,1,1,1,1,1,1,1,1,1
277.059631820522,1,1,1,1,1,1,1,1,1
277.071780747801,1,1,1,1,1,1,1,1,1
277.075138374456,0,1,1,0,1,0,1,0,1
277.08291887767,0,0,0,1,0,0,0,0,0
277.086336644308,0,1,1,0,1,0,1,1,1
277.108133008574,1,1,1,1,1,1,1,1,1
277.111485347462,1,1,1,1,1,1,1,0,1
277.122772416163,1,1,1,0,1,1,1,0,0
277.155803904556,1,1,1,1,1,1,1,1,1
278.114565014363,1,1,1,1,0,1,1,0,1
278.124559603018,0,1,0,1,0,0,0,0,0
279.014622292583,1,1,0,1,1,1,1,1,1
279.05103605999,0,1,1,1,1,1,0,1,1
279.061519343932,1,0,0,1,0,1,1,0,0
279.06634875781,1,1,1,1,1,1,1,0,0
279.098603709576,1,1,1,1,1,1,1,1,1
279.127133342822,0,0,0,0,1,0,0,0,0
279.134995754144,1,1,1,1,1,1,1,0,1
280.046300276918,0,0,0,1,1,0,0,0,0
280.060083430889,1,1,1,1,1,1,1,1,1
280.068704035316,1,0,0,0,0,1,1,0,0
280.082702213768,0,0,0,0,0,1,0,0,0
280.151428728232,0,0,0,0,0,0,1,0,0
280.158675784771,0,0,0,0,0,0,0,1,0
281.030306431672,1,1,1,1,1,1,1,1,1
281.052772041435,0,0,0,0,1,0,0,0,0
281.142831239658,0,0,1,0,1,1,0,1,0
281.212198940422,0,0,0,0,0,1,0,0,0
281.21235843915,0,0,0,1,0,0,1,0,0
282.061888615183,0,1,0,0,1,0,0,0,0
282.084373284142,1,1,1,1,1,1,1,1,1
283.009605343612,1,1,0,1,1,1,1,1,0
283.04595745831,1,1,1,1,1,1,1,1,1
283.068429772895,1,1,1,1,1,0,1,0,0
283.097619905023,0,1,0,1,0,0,0,0,0
283.137346800078,0,1,0,0,1,0,0,0,1
283.227901399487,1,1,1,1,1,1,1,1,0
284.161546932859,0,0,0,0,0,0,1,0,1
285.025195022631,1,1,1,1,1,1,1,1,0
285.040424086902,1,0,0,0,1,1,0,0,0
285.074468900445,0,0,0,0,0,0,1,0,0
285.076811975257,1,1,0,1,0,1,1,0,0
285.080182644273,0,0,0,0,1,0,1,0,0
285.09701686426,0,0,1,0,0,0,0,0,0
285.116568006492,0,1,0,1,1,1,0,1,0
286.029152881169,1,0,0,0,0,0,0,0,0
286.119695711378,0,1,0,0,0,0,0,0,0
286.17717909044,1,1,1,1,1,1,1,1,1
287.019652973634,1,1,1,0,1,1,1,1,0
287.040868822099,1,1,1,1,1,1,1,1,1
287.055215643865,1,1,1,1,1,1,1,1,1
287.056056994507,0,1,0,0,0,1,1,0,0
287.059470846355,0,0,0,0,1,0,0,0,0
287.087487174883,1,0,0,0,0,0,0,0,0
287.09249808681,0,1,1,1,0,0,1,1,0
287.095851350916,0,0,0,0,1,0,0,0,0
287.124855166614,0,1,0,1,1,1,1,0,0
287.165305832529,0,1,0,0,0,0,0,0,0
288.156510341019,1,1,1,1,1,1,1,1,1
289.035335238622,1,1,1,1,1,1,1,1,0
289.038715491215,0,0,0,0,1,0,1,0,0
289.071733504922,1,1,1,1,1,1,1,1,0
289.075126885359,0,0,0,0,1,0,1,0,1
289.104085758064,0,0,0,0,0,0,0,1,0
289.108143001339,1,1,1,1,1,1,1,1,0
289.111520171072,1,1,1,1,1,1,1,1,1
289.144556135556,1,1,1,1,1,1,1,1,0
289.180941643669,0,1,0,1,1,0,0,0,0
289.201990941965,1,1,0,0,1,0,0,0,0
290.066981944182,0,0,0,0,0,0,0,1,0
290.160926828793,0,1,0,0,0,0,0,0,0
291.014598605754,1,1,1,1,1,1,1,1,1
291.050985782488,1,1,1,1,1,1,1,1,1
291.054341506538,0,0,0,0,0,0,1,0,0
291.090755523447,1,1,1,1,1,1,1,1,1
291.098673822461,1,0,0,0,0,0,0,0,0
291.163556759499,0,0,0,0,1,1,0,1,0
291.196548780538,1,1,0,1,0,1,0,0,0
292.046219924199,0,0,0,0,0,0,0,1,0
292.082602143204,1,0,0,1,0,1,0,1,0
292.13028576484,1,1,1,1,1,1,1,1,1
292.176549658728,1,1,1,1,0,1,1,1,0
293.030316334653,1,1,1,1,1,1,1,1,1
293.066707280246,1,1,1,1,1,1,1,1,1
293.070069024992,0,0,0,0,1,0,1,0,1
293.07787801187,1,0,0,0,0,0,0,0,0
293.10645314903,1,1,1,1,1,1,1,0,1
293.114267381535,1,1,1,1,1,1,1,1,1
293.142838517349,0,0,0,0,1,0,0,0,0
293.15064965365,1,1,1,1,1,1,1,1,1
293.212208631265,1,1,1,1,1,1,1,1,0
294.061871238235,0,0,0,1,0,0,0,0,0
295.00951132373,1,1,1,1,1,1,1,1,0
295.035428580568,1,0,0,0,0,0,0,0,0
295.04590311567,1,1,1,1,1,1,1,1,1
295.093548011142,1,0,0,0,0,1,1,0,0
295.103494391935,1,1,0,0,0,0,0,0,0
295.122027175825,0,0,0,0,1,1,0,1,0
295.137369757887,0,0,0,0,0,0,0,0,1
295.158405803079,0,0,0,1,1,0,0,1,0
295.19144189826,1,1,0,1,1,1,1,1,0
295.227829671269,1,1,1,1,1,1,1,1,0
296.041158658086,0,0,0,0,0,1,0,0,0
296.100059394463,1,1,0,1,1,1,0,1,0
297.025193164039,1,1,1,1,1,1,1,1,1
297.089862170587,0,1,0,0,0,0,0,0,0
297.12624105478,0,0,1,0,0,0,0,0,0
297.13772162422,0,0,0,0,1,1,0,1,0
297.243503391361,1,1,0,1,1,1,0,1,0
298.177221206525,1,0,1,0,0,0,1,0,1
299.040885905944,1,1,1,1,1,1,1,1,1
299.056107822858,0,0,1,1,1,1,0,1,0
299.066694166108,1,0,0,0,0,0,0,0,0
299.092465654528,0,0,1,0,0,1,0,0,0
299.141917249727,0,0,1,1,1,1,1,1,0
299.161255970354,1,0,0,0,0,1,1,0,0
300.072452790186,0,0,1,0,0,0,0,0,0
300.120137423608,0,0,1,0,0,0,1,0,0
300.192899891053,1,1,1,1,1,1,1,1,1
300.998955843029,1,0,0,0,0,0,0,0,0
301.020162643022,0,1,0,0,1,1,1,0,0
301.035341309197,1,1,1,1,1,1,1,1,0
301.071730761426,1,1,1,1,1,1,1,1,0
301.082174886398,1,0,0,0,0,0,0,0,0
301.084785218452,1,1,1,1,1,1,1,1,0
301.108118324192,0,0,1,1,0,0,0,1,0
301.111471697653,0,1,0,1,0,0,0,0,0
301.140531184752,0,0,0,0,0,1,0,1,0
301.144514079467,0,0,0,1,1,0,0,1,0
301.157568702067,1,1,1,1,1,1,1,1,0
301.177036485341,0,1,0,0,0,0,0,0,0
301.238430268254,0,1,0,0,1,0,0,0,0
302.13574432609,1,0,1,1,1,1,1,1,1
302.172131462719,1,1,1,1,1,1,1,1,1
303.014615944586,1,1,1,1,1,1,1,1,0
303.035800609698,1,0,1,1,1,1,0,0,0
303.054355132635,0,0,0,0,1,0,0,0,0
303.069521655947,1,1,0,0,1,1,1,1,0
303.069699738967,0,0,1,1,0,0,0,0,0
303.087420249974,1,1,1,1,1,1,1,1,0
303.090773823008,0,0,0,0,1,0,1,0,0
303.12381011849,1,1,1,1,1,1,1,1,0
303.127266668188,0,0,0,0,0,0,1,0,0
303.160201209382,1,1,1,0,0,1,0,1,0
303.173192746032,1,1,1,1,1,1,1,1,1
303.217659936381,1,1,1,1,1,1,1,1,1
304.00254759048,0,1,0,0,0,1,0,0,0
304.053501649872,1,1,1,0,1,0,1,0,0
304.151353266735,0,0,1,0,0,0,0,0,0
305.030274203965,1,1,1,1,1,1,1,1,1
305.051456337637,0,0,0,1,1,0,0,1,0
305.066654821895,1,1,1,1,1,1,1,1,1
305.070009125444,1,0,0,0,1,0,1,0,0
305.07018573475,0,0,1,0,0,0,0,0,0
305.103064603926,1,1,1,1,1,1,1,1,1
305.106420819019,1,1,0,0,1,0,1,0,1
305.135317793802,0,0,0,0,0,1,0,0,0
305.139456921456,1,1,1,1,1,1,1,1,0
305.175849498487,1,1,1,1,1,1,1,1,0
305.183068062007,0,0,0,1,0,0,0,0,0
306.138033648392,0,0,0,0,0,0,0,1,0
307.009519970076,1,1,1,1,1,1,1,1,0
307.026168289049,1,1,1,1,1,1,1,1,0
307.045927506599,1,1,1,1,1,1,1,1,1
307.085693241582,1,1,0,1,1,0,1,0,1
307.093533716191,0,0,0,0,0,1,0,0,0
307.122104008955,1,0,1,1,1,0,1,0,1
308.073598048318,1,1,1,0,1,1,1,0,0
308.077605234938,1,1,1,1,1,0,1,0,0
308.125194319191,1,0,1,1,0,0,1,0,0
308.138234674506,1,1,1,1,1,0,1,1,1
309.018751250368,0,1,0,0,0,0,0,0,0
309.022809177774,1,0,0,0,0,0,0,0,0
309.02518522443,1,1,1,1,1,1,1,1,1
309.101372678021,0,1,0,1,1,0,1,0,1
309.109211875195,1,1,1,1,1,1,1,1,1
309.119089199185,1,0,0,1,0,0,0,0,0
309.13777148819,0,1,0,0,1,0,0,0,0
310.056812798433,0,0,0,1,1,0,0,0,0
311.004431862722,0,1,0,0,0,0,1,0,0
311.03033166046,1,0,0,0,0,0,0,0,0
311.040842997254,1,1,1,1,1,1,1,1,1
311.056097918132,0,0,0,0,1,0,0,0,0
311.059546926371,0,0,0,0,0,0,1,0,0
311.068912474774,0,0,0,1,0,0,0,0,0
311.092459254113,1,0,0,1,0,0,0,0,0
311.106972478069,1,0,0,0,0,0,0,0,0
311.117035068323,0,0,0,0,0,0,0,1,0
311.128830697331,0,1,0,0,0,1,0,0,0
311.140096520497,0,0,0,0,0,0,1,0,0
312.072550046252,0,1,1,1,1,1,0,1,0
312.130021952221,1,0,0,0,0,0,0,0,0
312.984744940226,0,0,0,0,1,0,0,0,0
313.020089602638,1,1,0,1,1,1,1,0,0
313.035411054317,0,1,0,1,1,0,1,1,0
313.046082314169,1,0,0,0,0,0,0,0,0
313.056500859105,1,1,1,1,1,1,1,1,1
313.06951459798,0,0,1,1,0,0,0,0,0
313.071784263219,1,1,0,1,1,0,0,0,0
313.132692507958,0,0,0,0,0,0,0,1,0
313.144469533333,0,0,1,0,0,0,0,1,0
313.176899747238,0,1,0,0,0,0,0,0,0
313.180873706298,0,0,1,1,0,0,0,1,0
314.135731582879,1,0,1,1,1,1,1,1,0
314.172095976387,1,1,0,0,0,1,1,0,1
314.208478741839,1,1,1,1,1,1,1,1,1
315.014674019742,1,0,0,1,1,0,1,1,0
315.035765556434,1,1,1,1,1,1,1,1,1
315.051086379127,1,1,1,1,1,1,1,1,0
315.054460350125,0,0,1,0,0,0,0,0,0
315.087459716489,1,1,1,1,1,1,1,1,0
315.11975652484,1,0,0,0,0,0,1,0,0
315.123794914824,0,1,1,1,1,1,1,1,0
315.16014911369,0,1,1,1,1,1,1,1,0
315.167365960132,1,1,1,1,1,1,1,1,0
315.196537048815,0,1,1,1,1,1,1,1,0
316.067365306295,0,0,0,1,0,1,0,0,0
316.104550042499,0,0,0,0,0,0,1,0,0
316.151388768487,1,1,1,1,1,1,1,1,1
316.166666268407,1,0,0,0,0,0,0,0,0
316.187805194354,1,1,1,1,1,1,1,1,1
317.01184861486,0,0,0,0,0,0,1,0,0
317.030261218142,1,1,1,1,1,1,1,1,1
317.041647725204,1,0,0,0,0,0,1,0,0
317.051456086289,1,1,1,1,1,1,1,1,0
317.066687796083,1,1,1,1,1,1,1,1,0
317.081426001603,0,0,0,0,0,1,0,0,0
317.088559715049,0,0,0,0,0,0,0,0,1
317.103096216893,1,1,1,1,1,1,1,1,0
317.175811803526,1,1,1,1,1,1,1,1,0
317.212167373557,1,1,1,1,1,1,1,1,0
317.233373541543,1,1,1,1,1,1,1,1,0
318.058927759811,0,0,0,0,0,0,0,0,1
318.062926110868,0,0,0,0,1,0,1,0,1
318.167103725047,1,1,1,1,1,1,1,1,1
319.009596531152,1,1,1,1,1,1,0,0,0
319.045941232075,1,1,1,1,1,1,1,1,0
319.064450968642,1,0,0,0,0,0,0,0,0
319.082295876229,1,1,1,1,1,1,1,1,1
319.085647606549,1,0,1,1,0,0,0,0,0
319.118690232607,1,1,1,1,1,1,1,1,1
319.122061710318,0,0,0,0,1,0,1,0,1
319.19154797824,1,1,1,1,1,1,0,1,0
319.212583970764,0,1,1,1,0,0,0,0,0
319.227874579288,1,1,0,0,0,1,0,0,0
320.059960837832,0,0,0,0,1,0,1,0,1
321.025154726554,1,1,1,1,1,1,1,1,1
321.049358186731,0,0,0,0,1,0,0,0,0
321.061551978378,1,1,1,1,1,1,1,1,1
321.064905098228,0,0,0,0,1,0,0,0,0
321.072788932209,0,0,0,0,0,1,0,0,0
321.082701125213,0,0,0,1,1,1,0,0,0
321.097982635803,1,1,1,1,1,1,1,1,1
321.101343113687,1,0,0,0,1,0,0,0,1
321.109186754614,1,0,0,0,0,1,0,0,0
321.137756545737,1,1,1,1,1,1,1,0,1
321.207101793451,0,1,1,1,0,1,0,1,0
322.034300595185,0,0,0,0,0,0,1,0,0
322.09321764639,0,1,1,1,0,0,1,0,0
322.132871170837,0,0,0,0,0,0,0,1,0
322.140827819108,1,1,1,1,0,1,0,0,0
322.187167160996,1,1,1,1,1,1,1,1,1
322.189955617238,1,0,0,0,0,0,0,0,0
323.004428911665,1,1,0,1,1,1,1,0,0
323.040869446973,1,1,1,1,1,1,1,1,1
323.080668631531,0,0,0,0,1,0,1,0,0
323.0884668866,1,1,0,0,0,0,0,0,0
323.098309067782,1,0,0,0,0,0,0,0,0
323.105510476442,0,0,0,0,0,0,0,1,0
323.117036868633,0,0,0,0,1,0,1,0,1
323.134729600681,1,1,1,1,0,0,1,0,0
323.141898846552,0,0,0,1,0,0,1,0,0
323.153345605961,1,0,0,0,0,1,0,1,1
323.16866461507,0,1,0,0,0,0,0,0,1
323.222792995701,0,1,0,0,0,1,0,0,0
324.072481239561,1,0,0,1,1,0,0,1,0
324.133154679663,1,1,1,1,1,1,1,1,0
324.137061661571,0,0,0,0,1,0,0,0,0
325.020080061909,1,1,1,1,1,1,1,1,1
325.035348450427,0,0,0,1,1,0,0,0,0
325.03877133777,0,0,0,1,0,0,0,0,0
325.056517335562,1,1,1,1,1,1,1,1,1
325.121166778156,1,1,1,1,1,1,1,1,0
325.147929172056,0,0,0,0,0,0,0,0,1
326.051772671994,0,1,0,0,1,0,0,0,0
326.208526866763,1,0,0,0,0,0,1,0,1
327.014689708301,0,1,0,0,0,0,0,1,0
327.035717224585,1,1,1,1,1,1,1,1,1
327.051027975317,1,0,0,1,1,1,0,1,0
327.087345024074,1,1,1,1,1,1,1,1,0
327.107507484073,0,0,0,0,1,0,0,0,0
327.123745867713,1,1,1,1,1,1,1,1,0
327.134998441562,1,0,1,1,1,0,0,0,0
327.160161573354,0,0,0,0,0,0,0,1,0
328.067429962418,0,0,0,0,0,0,0,1,0
328.151343467021,1,1,1,0,1,1,1,1,0
328.187775460719,1,0,1,1,0,1,1,0,1
328.224197142005,1,0,0,0,0,0,1,0,0
329.030222012527,1,1,1,1,1,1,1,1,0
329.036553732922,0,0,0,0,0,1,0,0,0
329.051455290203,1,1,1,1,1,1,1,1,1
329.066687502906,1,1,1,1,1,1,1,1,1
329.079723149283,1,1,1,1,1,1,1,1,0
329.127299675597,1,1,1,1,0,1,1,0,1
329.135401944922,1,0,0,0,0,0,1,0,0
329.137234672067,0,0,0,0,0,0,1,0,0
329.145797849589,0,1,0,0,0,0,0,0,0
329.171800445598,0,0,0,0,0,1,1,0,0
329.18298747086,0,0,1,1,1,1,1,0,1
329.24862576893,0,0,0,0,0,1,0,0,0
330.167007082931,1,1,1,1,1,1,1,1,1
330.203459960572,1,1,1,1,1,1,1,1,1
331.009541385231,1,1,0,1,1,0,1,1,0
331.030703384729,0,1,1,1,1,0,1,0,0
331.04599443956,1,1,1,1,1,1,1,1,1
331.082339553397,1,1,1,1,1,1,1,1,1
331.11864424628,1,1,1,1,1,1,1,1,1
331.155074665797,1,1,1,1,1,1,1,1,0
331.19150873051,1,1,1,1,1,1,1,1,0
332.146372028282,1,1,1,1,1,1,1,1,1
332.182676902198,1,1,1,1,1,0,1,1,1
333.025203537804,1,1,1,1,1,1,1,1,1
333.046284489259,0,0,0,0,1,0,0,0,0
333.061621279429,1,1,1,1,1,1,1,1,1
333.072882189752,1,0,0,1,0,0,0,0,0
333.13431589464,1,1,1,1,1,1,1,1,1
333.207151807676,1,1,1,1,1,1,1,1,1
334.03693376621,0,0,0,0,0,0,0,0,1
334.056816773761,0,0,0,0,0,1,1,0,0
334.177230942595,1,1,1,1,1,0,1,0,0
334.223493066238,1,1,0,0,1,1,1,0,0
335.00305254878,1,0,0,0,0,0,0,0,0
335.004429898644,1,1,0,1,1,1,1,1,0
335.040827177713,1,1,1,1,1,1,1,1,1
335.076242484166,0,1,0,0,0,0,0,0,0
335.077281643427,1,1,1,1,1,1,1,1,1
335.088508902396,0,1,0,1,1,1,0,0,0
335.117036104965,0,0,0,0,1,0,1,0,0
335.153334256139,0,0,0,1,0,0,0,0,0
336.072516720963,0,0,0,0,1,0,0,0,0
336.145208335093,0,0,0,1,0,0,0,0,0
336.156505409579,1,0,1,0,0,0,0,0,0
336.996777751774,0,0,0,0,0,0,1,0,0
337.020135431421,1,1,1,1,1,1,1,1,1
337.056543872599,1,1,1,1,1,1,1,1,1
337.104167557921,1,0,1,1,0,1,0,1,0
337.11154958395,0,0,0,0,0,0,1,0,0
337.132614990239,0,0,0,0,1,0,1,0,1
337.17290921367,1,0,1,0,0,0,1,0,1
337.193928001706,0,1,1,0,0,0,0,1,0
337.238402069644,1,1,0,1,1,1,1,1,0
338.051699341556,0,0,0,0,1,0,0,1,0
338.088107656659,1,1,1,1,1,0,0,0,0
