,ECA2_0054_04.a_p15,ECA2_0054_05.a_p1,ECA2_0054_06.a_p15,ECA2_0054_09.a_p15,ECA2_0054_10.a_p15
429.04634935807,1,0,0,0,0
429.066493897438,0,0,0,1,0
429.067478152054,1,0,1,0,0
429.082780166243,1,0,0,0,1
429.116745220094,0,1,0,0,0
429.119070590131,1,0,0,0,0
429.128421414058,0,0,1,0,0
429.135671267166,0,0,0,1,0
429.199112673353,1,1,1,0,1
429.228267727861,1,0,0,0,1
429.235474484795,1,1,1,0,1
429.241333035336,0,0,0,0,1
430.183094519501,1,0,1,0,0
430.193281445082,0,0,0,1,0
430.19425159059,1,1,1,0,1
430.230700044818,0,1,0,0,0
431.061989235377,1,0,0,0,0
431.083112171686,1,0,1,0,1
431.095511512685,1,0,0,0,0
431.098403029763,1,0,0,0,1
431.119798637148,0,0,0,1,0
431.134790025813,1,0,1,0,0
431.151105476387,0,0,1,0,0
431.152793650186,1,0,0,0,0
431.1535624591,0,0,1,0,0
431.178343087281,1,1,1,0,1
431.207552113338,0,0,0,0,1
431.214775341593,1,1,1,0,1
431.243965429161,0,0,0,1,0
431.251171774037,0,1,0,0,0
432.194347396963,0,0,1,0,0
432.209943269758,0,1,0,0,0
433.041278715971,1,0,1,0,0
433.077685082233,1,0,1,0,1
433.086964180552,0,0,0,1,0
433.098160746776,0,0,1,0,0
433.114024792418,1,1,1,0,0
433.150430202618,0,0,1,0,1
433.186850537169,0,0,0,1,1
433.194050140366,1,1,1,0,0
433.197340194407,0,1,0,0,0
435.056955274874,1,0,0,0,1
435.057214359243,0,0,1,0,0
435.09330045953,1,0,1,0,1
435.114631299589,0,0,0,0,1
435.129137360377,0,0,1,0,0
435.12967326314,1,1,0,0,1
435.237834267722,0,1,0,0,0
436.255506306741,1,0,0,0,0
437.036189125917,1,0,1,0,0
437.072585458072,1,0,1,0,1
437.081904146071,0,0,0,0,1
437.083847161762,1,0,0,0,0
437.108930056889,1,1,1,0,1
437.210061562984,0,0,0,0,1
437.217057397266,0,1,0,0,0
438.125632716521,0,0,1,0,0
438.140844883309,0,0,1,0,0
438.168861612832,0,0,0,0,1
438.216242034727,0,0,0,0,1
439.055165624139,0,0,0,0,1
439.119870123463,0,0,0,0,1
439.264406301255,1,0,0,0,0
439.273476009983,0,1,0,0,0
439.282401734075,0,0,1,0,0
440.09015709148,0,0,0,1,0
440.141272646237,0,0,0,0,1
440.15655143461,0,0,1,0,0
440.177690979363,0,0,0,1,0
440.192941937655,0,0,1,0,0
440.214069022656,0,0,1,0,0
440.250960993377,0,1,0,0,0
440.286854924669,1,0,0,0,0
441.067445217603,1,0,1,0,1
441.083582920547,0,0,0,1,0
441.101538331369,0,1,0,0,1
441.129725298742,0,1,0,1,0
441.132181024161,0,0,1,0,0
441.135073472144,1,0,0,0,0
441.135570034611,0,0,0,1,0
441.166878395066,0,0,1,0,0
441.168546108283,1,1,0,0,1
441.199062360882,1,0,0,0,0
441.235446855782,1,1,1,0,1
441.279885792135,0,0,0,0,1
441.300956679815,0,0,0,1,1
442.121537104666,0,0,0,0,1
442.135796003932,1,0,0,1,0
442.219465250885,1,0,0,0,0
442.230664611481,0,1,1,0,1
442.267112461559,0,1,0,0,0
443.025878726226,1,0,0,0,0
443.046693202057,1,0,0,0,0
443.06197252065,1,0,0,0,0
443.08312105635,1,0,1,0,1
443.096053918486,0,1,0,0,0
443.098414050448,0,1,0,0,1
443.098700578143,1,0,0,0,0
443.098931265006,0,0,1,0,0
443.107702024465,1,0,1,0,1
443.119702290511,0,0,0,1,0
443.132440327809,0,1,0,0,0
443.150659793256,0,0,1,1,0
443.251099249321,1,1,1,0,1
443.337878529975,0,0,0,0,1
444.198696002117,1,0,0,0,0
444.209932863225,1,1,1,0,1
444.21811335107,1,0,0,0,0
444.246333336633,0,1,1,0,0
444.972874037325,0,0,0,0,1
445.041231611724,1,0,0,0,0
445.062314822367,1,0,0,0,0
445.077648929997,1,0,0,0,1
445.088186092908,0,1,0,0,0
445.098764302069,1,0,1,0,1
445.114028424843,1,0,0,0,1
445.123391054332,0,0,1,0,0
445.123821122569,0,0,0,1,0
445.142483172474,0,0,0,0,1
445.14318651717,0,1,0,0,0
445.148151570789,1,1,1,0,1
445.157741322442,1,0,0,0,0
445.193953878212,1,1,1,0,1
445.230368100921,1,1,1,0,1
445.381765150841,0,0,0,1,0
446.072883599527,1,0,0,0,0
446.225584439404,0,0,1,0,0
447.020548321988,1,0,0,0,0
447.05691596879,1,0,1,0,1
447.09324777296,1,0,1,0,1
447.10371910015,0,1,0,0,0
447.129676968486,1,0,1,0,0
447.163362689139,1,0,0,0,0
447.169366952695,0,0,1,0,0
447.173259112435,1,0,0,0,0
447.209587310833,0,1,1,0,0
447.232773109476,0,0,0,1,0
447.238811455379,0,0,1,1,0
447.332720333701,0,1,0,0,1
447.332944516829,0,0,1,0,0
447.360980069941,0,0,0,0,1
448.109980149006,1,0,0,0,0
448.255521810168,0,0,1,0,0
449.036153802432,1,0,0,0,0
449.072543871549,1,0,1,0,0
449.075910365014,0,0,0,0,1
449.108959458991,1,1,1,0,1
449.174980256206,1,0,0,1,0
449.181074004916,0,0,1,0,0
449.253563082585,0,1,0,0,0
449.275645634753,0,0,0,0,1
450.141151593547,0,0,0,1,0
450.271210404491,0,0,1,0,0
451.051814909722,1,0,0,0,0
451.088224866763,1,1,0,0,1
451.088462791512,0,0,1,0,0
451.124612374534,1,1,1,0,1
451.161234567465,1,0,0,0,0
451.189282729289,0,0,0,1,0
451.232757418097,0,1,0,0,0
452.176903445984,0,0,1,0,0
452.192914819162,0,0,0,1,0
452.204878945321,1,0,0,0,0
452.250436595639,1,0,0,0,0
453.067431269955,1,0,1,0,0
453.103879493075,1,1,1,0,1
453.135090176126,0,0,0,0,1
453.135519571094,0,0,1,0,0
453.204946596811,1,0,0,1,1
453.280010262168,1,0,0,0,1
453.298814836525,1,1,1,0,1
454.267063090616,0,1,1,0,0
455.046715100367,1,0,0,0,0
455.083066172065,1,0,1,0,0
455.083324804092,0,0,0,0,1
455.116148677019,0,0,0,1,0
455.116605774194,0,0,0,0,1
455.144164028048,0,0,0,0,1
455.150698063933,1,0,0,0,0
455.151137982881,0,0,0,1,0
455.214777700116,1,0,0,0,0
455.220634643492,0,0,0,0,1
455.251073856027,1,0,0,0,1
455.268390961374,0,1,0,0,0
455.295666388174,0,0,0,0,1
456.209915725961,0,1,1,0,0
457.062313980676,1,0,0,0,0
457.077591558917,1,0,0,0,0
457.098763730391,1,0,1,0,0
457.111711223521,0,1,0,0,0
457.114048644519,1,0,0,0,0
457.183853470223,1,0,0,0,0
457.197543728435,0,0,0,0,1
457.230381571775,1,0,1,0,0
457.266802297369,1,1,1,0,0
458.197181193775,0,0,1,0,0
458.21441753778,1,0,0,0,0
458.225568277273,1,1,1,0,1
458.26194192877,0,1,0,0,0
459.056886551281,1,0,0,0,0
459.07803100804,1,0,0,0,0
459.093298769617,1,0,0,0,0
459.102601899248,0,0,0,0,1
459.105824596576,0,0,0,1,0
459.11471908023,0,1,0,0,0
459.127345732551,0,1,0,0,0
459.173210134406,1,0,0,0,0
459.209658245676,1,1,1,0,1
459.230601560726,1,0,0,0,1
459.246044317094,1,1,1,0,1
460.204846758655,1,1,1,0,1
460.241196447482,0,1,0,0,0
461.036391906297,1,0,0,0,0
461.072585278075,1,0,0,0,1
461.108943198435,1,1,1,0,1
461.145280607664,1,0,1,0,1
461.157906108228,0,0,1,0,0
461.188876128783,1,1,1,0,1
463.051796648179,1,0,0,0,0
463.087712568482,0,0,1,0,0
463.088237089778,1,0,0,0,1
463.124076293931,0,0,1,0,0
463.124640508137,1,1,0,0,1
463.161382891852,0,0,1,0,0
463.197655673292,1,0,0,0,0
463.219349998988,0,1,0,0,0
463.28032391334,0,0,0,1,0
463.319560519986,0,0,0,0,1
465.023517909747,1,0,0,0,0
465.031077651473,1,0,0,0,0
465.067432255195,1,0,1,0,1
465.103043320385,0,0,1,0,0
465.103724532452,1,0,0,0,1
465.116418551384,1,0,0,0,0
465.140219212629,1,1,1,0,1
465.195462879631,0,0,1,1,1
465.199086989399,0,1,0,0,0
467.020553573639,1,0,0,0,0
467.023352858067,1,1,0,1,1
467.046664879621,1,0,1,0,0
467.083088723042,1,0,1,0,1
467.116615678648,0,0,0,0,1
467.119488879741,1,0,1,0,0
467.119771308864,0,1,0,0,0
467.138180840908,0,0,0,1,1
467.184200768427,0,0,0,0,1
467.314513980457,0,0,1,0,0
468.091450135612,0,0,0,1,0
468.18782286399,0,0,0,1,0
468.190389003765,0,0,0,1,0
469.062391950278,1,0,1,0,0
469.076773113469,1,0,0,0,0
469.098788737284,1,0,1,0,1
469.11179560357,0,1,1,0,0
469.127129437497,1,0,0,0,0
469.190247111637,0,1,0,0,0
469.199879909172,0,0,0,0,1
469.23628550232,0,0,0,0,1
469.2667707693,1,0,1,0,0
469.275007385021,0,0,0,0,1
469.283997963011,0,1,0,0,0
469.353424825132,0,0,0,0,1
470.21547434621,0,0,1,0,0
470.223564284203,0,0,1,0,0
470.225554732536,1,1,0,0,0
470.233684330969,1,0,0,0,0
470.262007425219,0,1,0,0,0
471.0568865953,1,0,0,0,0
471.078035727446,1,0,1,0,1
471.093294714313,1,0,0,0,0
471.102707330324,1,0,0,1,0
471.106379452438,0,0,1,0,0
471.113830454214,0,0,1,0,0
471.114437648015,1,0,0,0,1
471.127405095891,0,1,0,0,0
471.14026237024,0,0,0,1,1
471.175071010022,0,1,0,0,0
471.209645542869,1,0,1,0,1
471.2573071196,0,1,0,0,0
471.282465730879,1,1,1,0,0
472.204780293452,1,0,0,0,0
472.21274597362,0,0,1,0,0
472.231356107419,0,0,0,0,1
472.23193712558,0,0,0,1,0
472.241253127814,1,1,1,0,1
472.277675522153,0,1,0,0,0
473.036115198747,1,0,0,0,0
473.057226077958,1,0,0,0,0
473.072512021629,1,0,0,0,1
473.10896169189,1,0,0,0,1
473.178439197012,0,1,0,0,0
473.181653407115,0,0,0,0,1
473.188854066054,1,0,0,0,0
473.225223648305,1,1,1,0,1
473.246190275992,1,0,0,0,1
473.254567096898,1,0,0,1,1
473.261664422053,0,1,0,0,0
473.348205032164,1,0,0,0,0
473.348474739757,0,0,0,1,1
474.220479270808,1,1,1,0,1
474.256890211496,0,1,0,0,0
475.051847246304,1,0,1,0,0
475.088201185657,1,0,1,0,1
475.124578091397,1,0,0,0,1
475.124871215251,0,0,1,0,0
475.153051363191,0,0,0,0,1
475.197358389296,0,0,1,0,0
475.200906042479,0,0,1,0,0
475.203998911113,0,0,1,0,0
475.204590776663,1,1,0,0,1
476.144221178421,0,0,0,1,0
476.168508634449,0,0,1,0,0
477.030996834805,1,0,0,0,0
477.067440428582,1,0,1,0,0
477.103863774774,1,0,1,0,1
477.132624726878,0,0,1,1,0
477.140239441194,1,0,1,0,1
477.160616395932,1,0,1,0,0
477.176911297294,1,0,0,0,0
477.213287080371,1,0,1,0,0
479.01143840211,0,0,0,1,0
479.046746846163,1,0,0,0,0
479.083137241405,1,0,0,0,1
479.118584469921,0,0,1,0,0
479.119494456519,1,1,0,0,1
479.155148184426,0,0,1,0,0
479.159866064734,0,0,0,1,0
479.191270902354,0,0,1,0,0
479.192670448469,1,0,0,0,0
479.21472492486,0,1,0,0,0
479.301277909097,0,0,0,1,0
479.983586380446,0,1,0,0,0
480.144486916129,1,0,0,0,0
480.187858945573,0,0,0,0,1
480.190411804287,0,0,1,0,0
481.062459861554,1,0,0,0,1
481.062756211482,0,0,1,0,0
481.098759907666,1,1,1,0,1
481.184179307721,0,0,1,0,0
482.10646906161,0,0,1,0,0
482.188188077426,0,0,1,0,0
482.203557634268,0,0,1,0,0
483.056904723451,1,0,0,0,0
483.078054850357,1,0,1,0,0
483.09455859151,1,0,0,0,0
483.114399192026,1,0,1,0,0
483.127382910016,0,1,0,1,0
483.131144410744,1,0,1,1,1
483.163713841194,0,1,0,0,0
483.174761480821,1,0,0,0,1
483.179104483164,0,0,0,0,1
483.245976817892,1,0,0,0,0
483.332936769724,0,0,0,1,0
484.219147137012,1,0,0,0,0
484.241262849149,1,1,1,0,0
484.277584377766,0,1,0,0,0
484.291571109175,0,0,0,0,1
485.057251926055,1,0,0,0,0
485.093702257776,1,0,1,0,0
485.117383342574,0,0,1,0,0
485.130125715282,1,0,1,0,1
485.142982223971,0,1,0,0,0
485.166388718212,0,0,1,0,0
485.166871402292,0,0,0,1,0
485.192525302392,0,0,0,0,1
485.215130221232,0,0,1,0,0
485.22489949263,0,0,1,0,0
485.225315430071,1,0,0,0,0
485.273044997672,0,1,0,0,0
486.125275100548,0,0,1,0,0
486.168067002509,0,0,0,0,1
486.177870955597,1,0,0,0,0
486.17833142985,0,0,1,0,1
486.220548763684,1,0,1,0,0
486.271165150354,0,0,0,1,0
486.293309268516,0,1,0,0,0
487.05109187632,1,0,0,0,0
487.072908385839,1,0,0,0,0
487.088158081193,1,0,0,0,1
487.109268338757,1,0,1,0,1
487.114234508405,1,0,0,0,0
487.123852640492,1,0,0,0,0
487.158643476419,0,1,0,0,0
487.240914418391,1,0,1,0,1
487.252303032165,0,1,0,0,0
487.260291171772,0,1,0,0,0
487.305526987522,1,1,1,1,1
487.327885997212,0,0,1,0,0
487.363906339938,0,0,0,0,1
488.199693384209,1,0,1,0,0
488.236099399069,0,1,1,0,1
488.236409987003,1,0,0,0,0
488.27257298368,0,1,0,0,0
488.308316038203,0,0,1,0,0
489.067452353664,1,0,0,0,0
489.103229828845,1,0,0,0,0
489.103909296539,0,0,0,0,1
489.104285898742,0,0,1,0,0
489.11176465577,1,0,0,0,0
489.210218682575,1,0,0,0,0
489.312304995862,0,1,0,0,0
490.192458019842,0,0,1,0,0
491.046731187286,1,0,1,0,0
491.083140362522,1,0,0,0,1
491.083456869636,0,0,1,0,0
491.119503011574,1,0,0,0,1
491.150696689293,0,0,0,0,1
491.159659400099,0,0,0,1,0
491.176416249747,1,0,0,1,0
491.185627080365,0,0,1,0,0
491.192540056147,1,0,0,0,0
491.195531680661,0,0,1,0,0
491.22867516802,0,0,0,1,0
491.26504106326,0,0,0,0,1
492.183412600875,1,0,1,0,1
492.297311311247,0,0,0,1,0
493.062382400704,1,0,0,0,0
493.062689822858,0,0,1,0,0
493.098754570284,1,0,1,0,1
493.13445609361,1,0,0,0,0
493.135110438364,0,1,1,0,1
493.165022209562,0,0,1,0,0
493.171826463665,0,0,0,1,0
493.192830282249,0,1,0,0,0
493.229325466721,0,0,0,1,0
493.230420677758,0,1,0,0,0
493.272630263477,0,0,0,0,1
493.33001468028,0,0,0,1,1
493.330687152333,1,0,0,0,0
494.969372047118,0,0,0,1,1
495.041686558027,1,0,0,0,0
495.078065105915,1,0,0,0,0
495.078443993396,0,0,1,0,0
495.113669523696,0,0,1,0,0
495.114510570912,1,0,0,0,1
495.150750770813,1,1,1,0,0
495.180609036689,1,0,1,0,0
495.181247797282,0,0,0,1,0
495.291225769475,0,0,0,1,0
495.333440493133,0,0,0,1,0
496.131102810729,0,0,1,0,0
496.167460713921,0,0,0,0,1
496.194963636074,0,0,1,0,0
496.21207465502,0,0,1,0,0
496.231076501425,0,0,1,0,0
497.05734784359,1,0,0,0,0
497.072516047067,1,0,0,0,0
497.106740073084,0,0,1,0,0
497.129515232593,0,0,1,0,0
497.130070607371,1,0,0,0,1
497.162161094428,0,1,0,0,0
497.196488630971,1,0,1,0,0
497.270622089786,0,0,1,0,0
497.288121948034,0,0,1,0,0
498.143429305527,0,0,1,0,0
498.156581850966,1,0,0,0,0
498.205471210678,0,0,1,0,0
498.219482173741,0,0,0,1,0
498.235177418803,1,0,0,0,0
498.256941423577,0,0,1,0,0
498.31470062396,0,0,1,0,0
499.051774333812,1,0,0,0,0
499.072959600259,1,0,0,0,0
499.109314447884,1,0,1,0,0
499.121485070196,0,0,1,0,0
499.146079778155,0,0,0,1,0
499.158544974614,0,1,0,0,0
499.210871630161,0,0,1,0,0
499.28554541504,0,0,0,0,1
499.288765369833,0,1,0,0,0
500.116736971019,0,0,1,0,0
500.172125779022,0,0,1,0,0
500.177611957136,1,0,0,0,0
500.236220998052,0,1,0,0,1
500.272581031441,0,1,1,0,1
501.03106140268,1,0,0,0,0
501.087793066282,1,0,0,0,0
501.103888890623,1,0,0,0,1
501.124999064245,1,0,0,0,1
501.140614504225,1,0,0,0,0
501.150757353948,0,1,0,0,1
501.171806972376,0,1,0,0,0
501.23150933442,0,1,0,0,0
501.267904839465,0,1,0,0,0
502.133242615787,0,0,0,0,1
502.156989821401,0,0,1,0,0
502.187756988941,0,0,0,1,0
502.215386873968,0,1,1,0,1
502.215716437694,1,0,0,0,0
502.251749557998,0,1,1,0,1
503.046717336616,1,0,0,0,0
503.083074265364,1,0,0,0,1
503.083371354628,0,0,1,0,0
503.093703699284,0,0,1,0,0
503.104148413103,1,0,0,0,0
503.119766795885,0,0,0,1,0
503.129919145464,0,1,0,0,0
503.155855241389,1,0,0,0,0
503.19569932741,0,0,1,0,0
503.196782540628,1,0,0,0,0
503.199544031159,1,0,0,0,0
503.232151664136,0,0,1,0,0
503.259377534791,0,0,0,1,1
503.322800604584,0,0,1,1,0
503.337738071876,1,0,0,1,1
504.163243440736,0,0,0,1,0
504.231010755097,0,1,0,0,0
504.961307329711,0,0,0,1,0
505.025963885316,1,0,0,0,0
505.061704493389,0,0,1,0,0
505.062326760897,1,0,0,0,0
505.098755164621,0,0,1,0,1
505.099106425685,1,0,0,0,0
505.15662127187,0,0,1,0,0
505.170562346098,1,0,0,0,0
505.171914547762,0,0,1,0,0
505.207993381835,1,0,0,0,0
505.212442484431,0,0,1,0,0
505.244658688294,0,0,1,0,0
505.264549824571,0,0,1,0,0
505.274054998416,1,0,0,0,0
505.280918827498,0,0,0,0,1
505.30206767172,0,0,0,1,0
507.04157859973,1,0,0,0,0
507.077975555733,1,0,0,0,1
507.108748883335,0,0,0,0,1
507.114407903151,1,0,0,0,1
507.114722309999,0,0,1,0,0
507.14988428215,0,0,1,0,0
507.150820094279,1,0,0,0,0
507.151195329377,0,1,0,0,1
507.180781018794,0,0,1,0,0
507.187586534324,1,0,0,0,0
507.20851878395,0,0,0,1,0
507.223911610088,1,0,0,0,0
507.253676003333,0,0,1,0,0
507.345694542331,0,0,0,0,1
508.276695438986,0,0,1,0,0
509.057212796807,1,0,0,0,0
509.09362381931,1,0,0,0,0
509.093962686588,0,0,1,0,1
509.130039003205,1,0,1,0,1
509.161493391578,0,1,0,0,0
509.195635352558,0,0,1,0,0
509.348346706167,0,0,0,0,1
510.125675871765,0,0,1,0,0
510.235094765727,1,0,0,0,0
510.255026770939,0,0,1,0,0
510.28383716164,0,0,0,1,0
510.292439169472,0,0,0,1,0
511.052199507989,1,0,0,0,0
511.072921729835,1,0,0,0,0
511.119303298806,1,0,0,0,0
511.122236877675,0,0,1,0,0
511.145670376861,1,0,0,0,0
511.14598565573,0,0,1,0,0
511.154758772512,1,0,0,0,0
511.158783052655,0,1,0,0,0
511.17548890416,0,0,1,0,0
512.177731485392,0,1,0,0,0
512.27261174976,0,1,0,0,1
513.052276635131,1,0,0,0,0
513.067526701351,1,0,0,0,0
513.087778575578,1,0,0,0,0
513.124998295275,1,0,1,0,0
513.161654569889,1,0,0,0,0
513.190442487962,1,0,0,0,0
513.226782795697,0,0,1,0,0
513.267868613718,0,1,0,0,0
513.379697138586,0,0,0,0,1
514.156884293314,1,0,0,0,0
514.186374059688,0,0,1,0,0
514.215457229621,0,0,1,0,0
514.224227335466,1,0,0,0,0
514.25190363747,0,1,0,0,1
514.288256793735,0,1,1,0,0
515.045855885696,1,0,0,0,0
515.104136367836,0,0,1,0,0
515.104466017516,1,0,0,0,0
515.119477078585,1,0,1,0,0
515.140554489655,1,0,1,0,0
515.145512731558,0,0,1,0,0
515.164453292748,0,0,1,0,0
515.166516130563,0,1,0,0,0
515.247447735711,0,1,0,0,0
515.283455054146,0,1,0,0,0
515.298986078632,0,0,0,0,1
515.929434274826,0,0,0,1,0
516.172583073701,0,0,1,0,0
516.203468416952,0,0,1,0,0
516.267398115237,0,1,1,0,0
517.06237978443,1,0,0,0,0
517.098805264074,1,0,0,0,0
517.109822224432,0,0,1,0,0
517.135158131389,1,0,0,0,0
517.135513712498,0,0,1,0,0
517.147489476996,0,0,1,0,0
517.156557576466,1,0,0,0,0
517.207847673923,1,0,0,0,0
517.211289191545,1,0,0,0,0
517.226350469656,0,1,0,0,0
517.237425758768,1,0,0,0,0
517.330088185141,0,0,0,1,0
517.338564335314,1,0,0,0,0
518.151856575495,0,0,1,0,0
518.231509392283,0,0,1,0,0
518.297467487157,0,0,1,0,0
519.041652782894,1,0,0,0,0
519.07801170116,1,0,1,0,0
519.114696436686,1,0,0,0,0
519.172166256954,0,0,1,1,0
519.187719695171,0,0,1,0,0
519.223562589501,0,0,1,0,0
519.251921262022,1,0,0,0,0
519.260400070689,0,0,0,0,1
519.263274727431,0,0,1,0,0
521.057272470564,1,0,0,0,0
521.093920303538,1,0,0,0,0
521.129998918894,1,0,1,0,1
521.165718338802,1,0,1,0,0
521.201705638751,0,0,1,0,0
521.238403732851,0,0,1,0,0
521.259777989996,1,0,0,0,0
521.275944549376,0,0,0,1,0
521.303941196252,1,0,0,0,0
521.311894179919,0,0,0,1,0
522.183235663915,0,0,1,0,0
522.234612354061,0,0,0,0,1
522.235000135753,0,1,0,0,0
522.283987653477,0,0,0,0,1
523.072914985378,1,0,0,0,0
523.109275597845,1,0,0,0,0
523.145701405039,1,0,0,0,0
523.14610441292,0,0,1,0,0
523.255257606815,1,0,0,0,0
523.319496823298,0,0,1,0,0
524.172109027686,0,0,1,1,1
524.214214923345,0,0,0,0,1
524.214653239047,0,0,1,0,0
525.087797455281,1,0,0,0,0
525.124907264948,1,0,1,0,0
525.161649355339,0,0,1,0,0
525.171347292471,0,0,0,1,0
525.222386103883,1,0,0,0,0
525.228928421986,0,1,0,0,0
525.343539354457,0,0,1,0,0
525.37947964217,0,0,0,0,1
526.214437792748,0,0,0,1,0
526.222974912173,0,0,1,0,0
526.249764599912,0,0,1,0,0
526.266177827098,1,0,0,0,0
526.288332469013,0,0,1,0,0
526.959724514023,0,0,1,0,0
527.067865586642,1,0,0,0,0
527.104274338509,1,0,0,0,0
527.104939227243,0,0,1,0,0
527.111216093362,0,0,1,0,0
527.140572895663,0,0,1,0,0
527.140925274308,1,0,0,0,0
527.173229141605,0,0,1,1,0
527.176218885777,0,0,1,0,0
527.206049376864,0,0,1,0,0
527.206379501292,0,0,0,1,0
527.242571954077,0,0,1,0,0
527.24677322078,0,0,0,1,0
527.395181615959,0,0,0,0,1
528.172552986365,0,0,1,1,0
528.22955147016,0,0,0,1,0
528.257588723695,0,0,0,1,0
528.303900121915,0,1,0,0,0
528.945026382322,0,0,1,1,0
529.062661775277,1,0,0,0,0
529.098753879654,1,0,0,0,0
529.119897752383,1,0,1,0,0
529.155605841041,1,0,0,0,0
529.156614865263,0,0,1,1,0
529.256627860271,0,0,1,0,0
529.262763753005,0,1,0,0,0
529.277624091421,0,0,0,1,0
529.293722435216,0,0,0,0,1
530.133440545713,0,0,1,0,0
530.152131270466,0,0,0,1,0
530.21776482685,0,0,0,1,0
530.246752042875,0,1,1,0,1
530.340326423682,0,0,1,0,0
531.041589439336,1,0,0,0,0
531.077934867201,1,0,1,0,0
531.099080790247,1,0,0,0,0
531.114362930057,1,0,0,0,0
531.150165088798,0,0,1,0,0
531.158870052658,0,0,1,0,0
531.241792377028,0,0,0,1,0
531.242157672488,0,1,0,0,0
531.300876963736,0,0,0,1,0
531.354153580857,0,0,0,1,0
532.225891812587,1,1,0,0,1
532.276695336931,0,0,1,0,0
532.313103087648,1,0,1,0,0
532.349166439492,0,0,0,0,1
533.057570900633,1,0,0,0,0
533.093693346248,1,0,0,0,0
533.094025538333,0,0,1,0,0
533.13006477197,1,0,1,0,0
533.187857719505,0,0,0,1,0
533.201478479622,1,0,0,0,0
533.202738019246,0,0,1,0,0
533.205970344433,0,0,1,0,0
533.215023541977,0,0,1,0,0
533.23948436331,0,0,1,0,0
533.268501994872,0,0,1,0,0
533.332195524983,0,0,1,0,0
534.125624581722,0,0,0,1,0
534.292300107029,1,0,0,0,0
535.072932531468,1,0,0,0,0
535.108529816187,1,0,0,0,0
535.109272280562,0,0,1,0,0
535.145603810094,1,0,1,0,0
535.182383317169,1,0,0,0,0
535.240179303329,1,0,0,0,0
535.248338481386,0,0,1,0,0
535.253974458548,0,0,1,0,0
535.257955778694,0,0,1,0,0
535.291636318706,0,0,0,1,0
537.052150571382,1,0,0,0,0
537.088491135972,1,0,0,0,0
537.124886960659,1,0,1,0,0
537.154132991657,0,0,1,0,0
537.160141178812,0,0,1,0,0
537.161283803027,1,0,0,0,0
537.190777850631,0,0,1,0,0
537.191342074915,1,0,0,1,0
537.198135697593,1,0,0,0,0
537.227462590249,0,0,1,0,0
537.230712981826,0,0,1,1,0
537.238437198779,0,0,0,0,1
537.270861673169,0,0,1,0,0
537.299270597103,0,0,1,0,0
537.307238697444,0,1,0,0,0
537.981075176806,0,0,0,1,0
538.156167111059,1,0,0,0,0
538.186312199499,0,0,1,0,0
538.266078191901,0,0,1,0,0
539.10421112404,1,0,1,0,0
539.140611074365,1,0,1,0,0
539.15359592532,0,1,0,0,0
539.176114350818,0,0,1,0,0
539.206562920567,1,0,0,0,0
539.212622474994,0,0,1,0,0
539.213800351162,0,0,0,1,0
539.279509618239,1,0,0,0,0
539.314444642384,0,0,1,0,0
539.335575795571,0,0,0,1,1
539.358115194992,1,0,1,0,0
540.106314353365,0,0,1,0,0
540.281787216893,0,0,1,0,0
540.362842060239,0,0,0,1,0
541.083412417512,1,0,0,0,0
541.119756751391,0,0,1,0,0
541.132861143459,0,0,1,0,0
541.156290989692,1,0,1,0,0
541.221910676982,1,0,0,0,0
542.217832874991,0,0,1,0,0
542.219038915684,1,0,0,0,0
542.26103777354,1,0,0,0,0
542.319572335503,0,1,0,0,0
543.077910877582,1,0,0,0,0
543.099535921114,1,0,0,0,0
543.114339506008,1,0,0,0,0
543.13550696339,1,0,0,0,0
543.171043340433,0,0,1,0,0
543.17228843869,0,0,0,1,0
543.190741832064,1,0,0,0,1
543.191699161079,0,0,0,1,0
543.237072963022,1,0,1,0,0
543.272049447578,0,0,1,0,0
543.278464805142,0,1,0,0,0
543.309484112243,0,0,1,0,1
544.210480144366,0,0,1,0,0
544.215842578972,0,0,0,1,0
544.26238720557,1,1,0,0,1
544.297794778511,1,0,0,0,0
544.298781771803,0,1,0,0,0
544.357681963575,0,0,0,1,0
545.057587838818,1,0,0,0,0
545.093979640811,1,0,0,0,0
545.115065791341,0,0,1,0,0
545.12919129829,0,1,0,0,0
545.142891857441,0,0,0,0,1
545.166367836349,0,0,1,0,0
545.175357560444,1,0,1,1,0
545.187806026185,0,0,0,1,0
545.203212958913,0,0,0,1,0
545.243744838026,0,0,1,0,0
545.257707936406,0,1,0,0,0
545.333479002144,0,0,1,0,0
546.226357260006,0,0,1,0,0
546.241566215941,1,0,0,0,0
547.072918355382,1,0,0,0,0
547.109723967407,1,0,0,0,0
547.145658517979,1,0,1,0,0
547.181324962509,1,0,0,0,0
547.202322557585,0,0,1,0,0
547.211486136492,1,0,1,0,0
547.212199999398,0,0,0,1,0
547.221748069836,1,0,0,0,0
547.258316163042,1,0,0,0,0
547.341154105755,0,0,0,1,0
547.348546576547,1,0,1,1,0
548.209763470907,1,0,1,0,1
548.241872313468,0,0,1,0,0
549.088601964518,1,0,0,0,0
549.124993058067,1,0,0,0,0
549.161352075043,1,0,0,0,0
549.197718145359,1,0,1,0,0
549.202692735122,0,0,1,0,0
549.227568232566,1,0,1,0,0
549.234473338935,0,0,0,0,1
549.234760548135,0,0,1,0,0
549.237167694746,0,0,1,0,0
