,ECA2_0054_04.a_p15,ECA2_0054_05.a_p1,ECA2_0054_06.a_p15,ECA2_0054_09.a_p15,ECA2_0054_10.a_p15
665.351849272042,0,0,1,0,0
665.354935403189,0,0,0,0,1
665.355402645775,1,0,0,0,0
665.389584941926,0,0,0,1,0
665.402535204781,0,0,0,0,1
665.403446105478,1,0,0,0,0
666.21765851189,0,0,0,1,0
666.253855987162,1,0,0,1,1
666.261883255766,1,0,0,0,0
666.290786477965,0,0,1,0,0
666.307903805649,0,0,0,1,0
666.327136174481,0,0,1,1,0
666.393669817054,0,0,0,0,1
667.237818728297,0,0,0,1,0
667.254850680315,0,0,1,0,0
667.261273299031,0,0,1,0,0
667.294871688982,1,0,0,1,0
667.297244286019,0,0,1,0,0
667.309253346231,0,0,0,1,0
667.331237184105,0,0,1,0,0
667.346968870363,0,0,0,1,0
667.382766434076,0,0,0,0,1
667.406578482897,1,0,1,1,0
667.418597156781,0,0,0,1,0
667.442701741869,0,0,0,0,1
668.278065679798,0,0,0,1,0
668.287382924802,0,0,0,0,1
668.29276062773,0,0,0,0,1
668.324035279624,0,0,0,1,0
668.350659098701,1,0,0,0,0
669.27477088443,0,0,0,1,0
669.277790581601,1,0,0,0,0
669.289073614543,0,0,0,0,1
669.290278862183,0,0,0,1,0
669.31105284102,1,0,0,1,0
669.325366739784,0,0,0,0,1
669.349548641861,0,0,1,1,0
669.36290142758,0,0,0,0,1
669.385825451081,1,0,1,0,0
669.458171779353,0,0,0,0,1
669.458787930559,1,0,0,0,0
670.247981874364,1,0,0,0,0
670.2722970427,0,0,0,1,0
670.283102938039,0,0,0,1,0
670.320864308855,0,0,0,0,1
670.345272621437,0,0,0,1,0
671.254803407473,0,0,0,1,0
671.25651341841,0,0,1,0,0
671.284966785605,1,0,0,0,0
671.328785244283,0,0,1,1,0
671.356372960601,0,0,0,1,1
671.365096972511,1,1,1,1,0
671.392573396548,0,0,0,0,1
671.401445619978,1,0,0,0,0
671.438275207996,0,0,1,0,0
672.324036247699,1,0,1,0,0
672.396579500359,0,0,0,0,1
672.403651997235,1,0,0,0,0
672.440468518493,0,0,0,0,1
673.223052481553,0,0,0,1,0
673.22849323739,1,0,0,0,0
673.274557449867,0,0,0,0,1
673.306403992748,0,0,1,0,0
673.308173563182,1,1,0,0,0
673.336472493863,0,0,1,0,0
673.336912379809,1,0,0,0,0
673.344561388904,0,0,1,0,0
673.362887952337,0,0,0,0,1
673.372956298521,1,0,1,0,0
673.408657402608,0,0,0,0,1
673.41726874753,1,0,0,0,0
674.267252605321,1,0,0,0,0
675.22614124637,1,0,0,0,0
675.244302887051,0,0,1,0,0
675.269996772231,0,0,0,1,0
675.279196018793,0,0,1,0,0
675.315718027848,1,0,1,0,0
675.333028133031,0,0,0,1,0
675.34287244773,0,0,0,1,0
675.352121289693,0,0,1,0,0
675.379431360961,0,0,0,0,1
675.396414167042,0,0,0,1,1
675.396974979187,1,0,0,0,0
675.424528322837,0,0,0,0,1
676.922278161188,0,0,0,1,0
677.242065147575,0,0,0,1,0
677.276345845322,0,0,0,1,0
677.277198749469,0,0,1,0,0
677.302858859542,0,0,0,1,0
677.312563422249,0,0,0,1,0
677.31295973341,0,0,0,0,1
677.320411456774,0,0,0,1,0
677.329092619307,0,0,1,0,0
677.347262220006,0,0,0,1,0
677.358364963148,0,0,0,0,1
677.404212073969,1,0,0,0,0
678.290150510665,0,0,0,1,1
678.291251001892,1,0,0,0,0
678.361025334683,1,0,0,0,0
679.290977179788,0,0,1,0,0
679.296196748081,0,1,0,0,0
679.308590897037,0,0,1,0,0
679.310633517331,1,0,0,0,0
679.328901439936,0,0,0,0,1
679.330665337422,0,0,1,0,0
679.370516145669,0,0,0,1,0
680.34096331449,0,0,0,1,0
680.34757486947,1,0,1,0,0
680.350199708622,0,0,0,1,0
681.25299468367,0,0,0,1,0
681.273990514733,1,0,0,0,0
681.288333213219,0,0,1,0,0
681.310901277946,1,0,1,0,0
681.324244631714,0,0,1,0,0
681.32469158729,1,0,0,1,0
681.347897889275,1,0,0,0,0
681.38646036472,1,0,1,0,0
681.422685014069,1,0,0,0,0
682.248909276305,0,0,1,0,0
682.285601150745,1,0,0,0,0
682.357369770688,0,0,0,0,1
683.241135030466,0,0,0,1,0
683.326422375248,0,0,1,0,0
683.327186059585,1,0,0,0,0
683.4372531416,1,0,0,0,1
683.437726667774,0,0,0,1,0
684.263598326797,0,0,0,1,1
684.264838640542,1,0,0,0,0
684.297975663868,0,0,1,0,0
684.30100880244,1,0,0,0,0
684.323096918384,1,0,0,0,0
684.360495075657,1,0,0,0,0
685.269675860399,0,0,1,0,0
685.300330245269,0,0,1,0,0
685.306393660235,1,0,1,0,0
685.372783766714,0,0,0,0,1
685.417721008265,1,0,0,0,0
685.45343014249,1,0,0,0,0
686.41150936582,0,0,0,0,1
686.455480385117,0,0,0,1,0
687.2857475133,0,0,0,1,0
687.315444192824,0,0,0,1,1
687.315933388381,1,0,0,0,0
687.323541620514,1,0,1,0,0
687.35993555352,0,0,1,0,0
687.387721768227,0,0,1,0,1
687.394878282385,1,0,0,0,0
687.431510308076,1,0,0,0,0
687.43217846867,0,0,0,0,1
687.432567735694,0,0,0,1,0
688.246129342551,0,0,0,1,0
688.28251852902,0,0,0,1,0
688.283221833191,1,0,0,0,0
688.391452153798,1,0,0,1,1
688.400544947684,0,0,1,0,0
688.428022872372,0,0,0,0,1
689.303587601559,1,0,0,0,0
689.322493289398,0,0,0,0,1
689.329880805924,0,0,1,0,0
689.337776301987,0,0,1,0,0
689.40322903042,0,0,0,0,1
691.309004005273,0,0,1,0,0
691.317775737439,0,0,0,1,0
691.344360976907,0,0,1,0,0
691.364715748447,0,0,1,0,0
691.383786378728,1,0,0,0,0
691.418669271809,0,0,0,0,1
692.267182093943,0,0,0,1,0
692.34106381022,1,0,0,1,0
693.25318971237,1,0,0,0,0
693.290448960301,0,0,1,0,0
693.307756889072,0,0,0,1,0
693.308108197856,0,0,0,0,1
693.324788504105,0,0,1,0,0
693.342864384683,0,0,0,0,1
693.346853536516,0,0,0,1,0
693.361479241844,0,0,0,1,0
693.397957252083,1,0,0,0,1
693.423297847121,0,0,0,1,0
694.357117496086,0,0,0,1,0
694.357599284769,0,0,0,0,1
695.262769275012,1,1,0,0,1
695.30545940681,0,0,0,1,1
695.328788366556,0,0,0,0,1
695.329510375607,1,0,0,1,0
695.340291836192,0,0,0,1,0
695.362619747218,0,0,1,0,0
695.363684830953,0,0,0,1,0
695.365467461962,1,0,0,0,0
695.37718439609,1,0,0,0,1
696.37263740973,0,0,0,0,1
697.304797792818,0,0,1,0,0
697.306272888971,0,0,0,1,0
697.34487685436,1,0,1,0,0
697.381192290105,1,0,1,0,0
697.453756770691,1,0,0,0,1
698.279069124853,0,0,0,1,0
698.279717662271,0,0,0,0,1
698.315366089071,0,0,0,0,1
698.316125503643,0,0,0,1,0
698.339429738251,0,0,0,0,1
698.352241989997,0,0,0,0,1
698.375455579232,0,0,0,0,1
698.42101676987,1,0,0,0,0
699.301205583419,0,0,0,0,1
699.32222553305,1,0,1,0,0
699.35223182279,0,0,0,1,0
699.36056336998,0,0,1,0,0
699.432570876158,1,0,1,0,1
699.433152159413,0,0,0,1,0
700.282817689214,0,0,0,1,0
700.390771669279,0,0,0,0,1
701.303394001557,0,0,1,0,0
701.331588663713,0,0,1,0,0
701.337797732604,1,0,0,0,0
701.366532784184,0,0,0,0,1
701.367691078784,0,0,1,0,0
701.412054330783,1,0,0,1,0
702.298072611937,1,0,1,0,0
702.3714623585,0,0,0,1,0
702.406889696007,1,0,0,0,0
703.315996661314,0,0,1,0,0
703.316975965231,1,0,0,0,0
703.31869410111,0,0,0,1,0
703.319069422331,0,0,1,0,0
703.344952176098,1,0,0,0,0
703.354990015336,0,0,1,1,0
703.38304733182,1,0,0,0,1
703.384110695077,0,0,1,0,0
703.390223281478,0,0,0,1,1
703.390910321874,1,0,0,0,0
704.277654991558,0,0,1,0,0
704.305605963309,0,0,0,1,0
705.254899238364,1,0,0,0,0
705.290133267814,0,0,1,0,0
705.325015393995,1,0,0,0,0
705.326252138767,0,0,1,1,0
705.362971561682,0,0,1,0,0
705.370105211205,0,0,0,1,0
705.397957769788,0,0,0,0,1
705.398542544865,1,0,0,0,0
706.283765829687,0,0,0,1,0
706.320396726074,0,0,0,0,1
707.342159102668,1,0,0,0,0
707.376298145914,1,0,0,0,0
707.376884788208,0,0,0,1,0
707.377633915587,0,0,0,0,1
707.385037602965,0,1,0,0,0
707.414186870353,0,0,0,0,1
708.300492243732,0,0,0,1,0
708.309399250103,0,0,1,0,0
708.337310530509,0,0,0,0,1
708.373038293903,0,0,0,0,1
709.306914572821,0,0,0,1,0
709.34376089787,0,0,0,1,1
709.355475394887,0,0,1,1,0
709.35652993328,0,0,0,0,1
709.380093308413,0,0,0,0,1
709.417153032587,0,0,0,0,1
710.242653392225,0,0,0,1,0
711.323593881472,0,0,0,0,1
711.357327440664,0,0,1,0,0
711.357924862991,1,0,0,1,0
712.295338528476,0,0,1,0,0
712.31851106664,0,0,0,0,1
713.339499459651,1,0,0,0,0
713.373720666078,0,0,0,1,0
713.375761955022,0,0,1,0,0
713.376205047797,1,0,0,0,0
713.448242626848,1,0,0,0,0
714.298132149402,0,0,1,0,0
714.371213184736,0,0,0,1,0
715.352628618165,1,0,0,0,0
715.355260878337,0,0,0,1,0
715.382588248958,0,0,0,0,1
715.390241611122,0,0,0,0,1
715.424800038572,0,0,1,0,0
715.426499548794,1,0,0,0,0
715.427142763171,0,0,0,1,0
715.427735474333,0,0,0,0,1
716.278136330197,0,0,0,1,0
716.314133635648,0,0,0,1,0
716.422994299826,0,0,0,0,1
717.289202767488,0,0,0,1,0
717.325405829776,0,0,0,0,1
717.332470278661,0,0,0,1,0
717.367813575613,0,0,1,0,0
717.371188334669,1,0,0,1,0
717.398447581773,0,0,0,0,1
717.407679578563,1,0,0,0,0
717.442182148394,0,0,0,0,1
718.293190534273,0,0,1,0,0
718.294043474627,0,0,0,1,0
718.402219739778,0,0,0,0,1
718.438761167076,0,0,0,0,1
719.342283398188,0,0,0,1,0
719.375789687269,1,0,0,0,0
719.378415840168,0,0,0,1,0
719.385086578423,0,0,0,0,1
719.413209294115,0,0,0,1,1
720.306093168711,0,0,1,0,0
720.309304831176,0,0,0,1,0
720.33737222563,1,0,0,0,0
720.371902654902,0,0,0,0,1
721.319159317854,0,0,1,0,0
721.321828399002,0,0,0,1,0
721.355587063929,0,0,0,1,0
721.356740833255,0,0,0,0,1
721.357852330316,1,0,0,0,0
721.391084475844,0,0,1,0,0
721.393075631943,0,0,0,0,1
722.314338010461,1,0,0,0,0
722.31555335027,0,0,0,1,0
722.321747573304,0,0,1,0,0
722.432986895201,0,0,0,0,1
723.337487657389,0,0,0,1,0
723.359746317745,1,0,0,0,1
723.36030811139,0,0,1,1,0
723.372296147283,0,0,0,1,0
724.292570469074,0,0,1,1,0
724.368472458745,0,0,0,0,1
725.33766281985,0,0,0,1,0
725.339929833196,1,0,0,0,0
725.376367436379,1,0,0,0,0
725.409252303933,0,0,1,0,0
725.412223678295,1,0,0,1,1
725.448408492382,1,0,0,0,0
726.311549644939,0,0,0,1,0
726.346761375295,0,0,0,0,1
727.31709865476,0,0,0,1,0
727.352464529671,1,0,0,0,0
727.355307216528,0,0,0,1,0
727.389221297909,1,0,0,0,0
727.427633640743,0,0,1,0,0
727.463579527626,0,0,0,0,1
728.362550112515,0,0,0,0,1
728.386051974663,0,0,0,0,1
728.386458894644,0,0,0,1,0
729.332106635908,1,0,1,1,0
729.362228989952,0,0,0,0,1
729.368214871372,1,0,1,0,0
729.404430693764,1,0,1,0,0
729.407079534339,0,0,0,1,0
729.442168383308,0,0,0,0,1
729.442877483368,1,0,0,0,0
729.479045040107,0,0,0,0,1
730.329554268256,0,0,1,0,0
731.31220579808,0,0,0,1,0
731.31298376195,0,0,1,0,0
731.323170026019,0,0,0,0,1
731.340304242926,0,0,0,1,0
731.3422092845,0,0,1,0,0
731.348020368098,1,0,0,0,0
731.375644071449,1,0,0,0,0
731.37805333834,0,0,0,1,0
731.383186691608,0,0,1,0,0
731.385963795097,1,0,0,0,0
731.413222881934,1,0,0,0,0
731.413968285841,0,0,0,0,1
731.422307491951,0,0,0,0,1
732.309022040344,0,0,0,1,0
733.327039586337,0,0,0,1,0
733.347720831683,0,0,0,1,0
733.357941286781,0,0,0,1,0
733.364580652653,1,0,0,0,0
733.39131741676,0,0,0,1,0
733.392701757552,0,0,0,0,1
733.393984724241,1,0,0,0,0
734.287713134619,0,0,1,0,0
734.288733870491,0,0,0,1,0
734.324280819379,0,0,0,1,0
734.32493592818,0,0,1,0,0
734.351612605648,1,0,0,0,0
734.353006374371,0,0,1,0,0
735.167840228238,0,0,1,0,0
735.319138045357,0,0,0,1,0
735.337209558646,0,0,0,1,0
735.37093223648,0,0,1,0,0
735.408515411104,0,0,0,1,0
735.409503676733,1,0,0,0,0
735.410133622453,0,0,0,0,1
736.303859643434,0,0,0,1,0
736.331113130519,0,0,0,1,1
736.367853147189,0,0,0,0,1
736.374861965051,0,0,0,1,0
737.352472252478,0,0,0,1,0
737.353368744004,0,0,1,0,0
739.355449430604,0,0,0,1,0
739.391137949708,0,0,0,1,1
739.426953690412,1,0,0,1,1
739.46392465029,1,0,0,0,0
740.289937461516,0,0,0,1,0
741.33153782663,0,0,1,0,0
741.368559381314,0,0,1,0,0
741.371081804246,1,0,0,0,0
741.404324649765,0,0,1,1,0
741.404957451286,1,0,0,0,0
741.406078970125,0,0,0,0,1
741.440791512401,0,0,1,0,0
741.442776852387,0,0,0,1,1
741.443566835932,1,0,0,0,0
743.241043829231,0,0,1,0,0
743.342896278069,0,0,0,0,1
743.348454875445,0,0,1,0,0
743.38381468913,0,0,0,1,0
743.384567830976,0,0,1,0,0
743.386625711726,1,0,0,0,0
743.422356065939,0,0,0,1,1
743.423046196211,1,0,1,0,0
744.345389253631,1,0,0,0,0
744.417180377305,0,0,0,0,1
745.356842122774,0,0,0,0,1
745.357659279694,0,0,0,1,0
745.392988189569,0,0,0,1,1
745.39945976339,0,0,1,0,0
745.400851410079,1,0,0,0,0
745.401556967022,0,0,0,0,1
745.40226130994,0,0,0,1,0
745.429903975319,0,0,0,0,1
746.325149020853,1,0,0,0,0
747.344176541291,0,0,0,1,0
747.371613138302,0,0,0,1,0
747.372844370136,0,0,0,0,1
747.408630592367,1,0,0,0,0
747.409890767303,0,0,0,1,0
749.334258639431,0,0,0,1,0
749.351615126763,0,0,0,0,1
749.387651632804,0,0,0,0,1
749.424064600556,0,0,0,0,1
750.311249026341,0,0,0,1,0
750.348667326206,1,0,0,0,0
751.392194580781,0,0,0,1,0
751.403710957423,0,0,0,1,0
751.404517184822,0,0,0,0,1
751.426724999039,0,0,0,0,1
753.38329971438,0,0,0,0,1
753.406052312442,0,0,0,0,1
753.407065052731,1,0,0,1,0
754.306197716211,0,0,0,1,0
755.350015168193,1,0,0,0,0
755.386772108915,0,0,1,0,0
755.421698815513,1,0,0,0,0
755.422937876216,0,0,0,1,1
755.458398184345,0,0,0,0,1
755.459614666662,1,0,0,0,0
756.381112193113,0,0,0,1,0
757.401404731597,0,0,0,0,1
757.402091448871,0,0,0,1,0
757.438229442599,1,0,0,0,1
758.403778454124,0,0,0,1,0
759.344412023664,0,0,1,1,0
759.37924612339,0,0,0,1,0
759.380705120609,0,0,0,0,1
759.416861924221,0,0,0,0,1
759.432382406454,1,0,0,0,0
760.376350618709,0,0,0,1,1
760.412412228448,0,0,0,0,1
760.413052355456,0,0,0,1,0
761.352659902672,1,0,0,0,0
761.387757138386,0,0,0,0,1
762.356543163754,1,0,0,0,0
763.367841835592,0,0,0,0,1
764.328162032746,1,0,0,0,0
764.33480876712,0,0,0,1,0
764.363543650836,0,0,0,0,1
765.419070068782,0,0,0,0,1
766.34196253302,0,0,0,1,1
767.386435653079,0,0,0,1,0
767.421395827451,0,0,0,0,1
769.402139433217,0,0,0,0,1
769.437771670552,0,0,0,0,1
769.438464308308,0,0,1,1,0
769.43907501013,1,0,0,0,0
769.474177281804,0,0,0,0,1
771.381426939787,0,0,0,0,1
771.382196202309,0,0,0,1,0
771.416949006657,0,0,0,1,1
771.418200854191,1,0,0,0,0
772.412752924341,0,0,0,0,1
772.458630692769,0,0,0,0,1
773.212431127993,1,0,0,0,0
773.395396326337,1,0,0,0,0
773.395806637725,0,0,0,0,1
773.467796018588,0,0,0,0,1
773.714420536601,0,0,0,0,1
774.35526818951,1,0,0,0,0
774.39183723478,0,0,0,1,1
775.375744825921,0,0,0,1,0
776.335021187504,0,0,0,1,0
776.367981519777,0,0,1,0,0
776.406536830954,0,0,0,1,0
776.40711669207,0,0,0,0,1
777.418759953985,0,0,0,0,1
778.378264656164,0,0,0,0,1
778.386271062871,0,0,0,1,1
780.357170511536,0,0,0,0,1
780.425413532847,1,0,0,0,0
781.400463101564,0,0,0,1,0
783.418154670253,0,0,0,1,0
783.451211922555,0,0,1,0,0
783.453270604112,0,0,0,0,1
785.262298884111,0,0,1,0,0
785.393647211204,0,0,1,0,0
785.430724557521,1,0,0,0,0
785.433237114147,0,0,0,0,1
785.433731196278,0,0,0,1,0
785.466987156343,1,0,0,0,0
785.468914031733,0,0,0,0,1
787.375384702027,0,0,0,1,0
787.412789162276,0,0,1,0,0
787.413895039205,0,0,0,1,0
787.448313710652,0,0,0,1,1
787.449172324143,1,0,0,0,0
787.526612434108,1,0,0,0,0
788.370104777643,1,0,0,0,1
788.371776640998,0,0,1,0,0
788.406896984098,0,0,0,1,1
789.352132664001,0,0,1,0,0
789.382294050075,0,0,0,1,1
789.391458710808,0,0,0,0,1
789.41927757554,0,0,0,1,0
790.314633422789,0,0,0,1,0
790.349517717822,0,0,0,1,0
790.46013033186,0,0,0,0,1
791.398324980647,0,0,1,0,0
791.399038324093,0,0,0,1,0
791.404482357592,0,0,1,0,0
791.405857254256,0,0,0,1,0
791.434282064276,1,0,0,1,0
793.377707125639,0,0,0,0,1
793.41410234366,0,0,0,0,1
794.345017116311,0,0,0,1,1
795.453137350535,0,0,0,0,1
797.396481987141,0,0,0,1,1
797.432566719759,0,0,0,0,1
797.433658512406,0,0,0,1,0
797.468161525739,0,0,0,0,1
798.391616423065,0,0,0,0,1
799.372360585165,0,0,1,0,0
799.376873221158,0,0,0,1,0
799.412057773381,0,0,0,0,1
799.446484501266,0,0,0,1,0
799.484008650343,0,0,0,0,1
800.371171867163,0,0,0,1,0
800.407643703505,0,0,1,0,0
801.425633590087,1,0,0,0,0
801.428874974789,0,0,0,1,0
801.463743053002,0,0,0,0,1
802.422863512604,0,0,0,0,1
802.496681854889,0,0,0,0,1
803.370812819616,0,0,0,1,0
803.404210191626,0,0,1,0,0
804.365705347261,0,0,0,1,1
804.402117694969,1,1,0,0,1
805.414697066952,0,0,0,0,1
806.415539060271,0,0,1,0,0
806.417433999908,0,0,0,0,1
807.50267411636,0,0,0,0,1
808.652974513248,0,0,0,0,1
811.412980401716,0,0,0,0,1
811.448803685996,0,0,0,0,1
811.485171333958,0,0,0,0,1
813.393382048062,0,0,0,1,0
813.427973684285,0,0,0,1,0
813.429163805927,0,0,0,0,1
813.464281488917,0,0,0,0,1
814.429256148001,0,0,0,1,0
815.276937386891,0,0,1,0,0
815.370185235398,0,0,0,1,0
815.409353153436,1,0,0,0,0
815.441950780998,1,0,0,0,0
815.442830607189,0,0,0,0,1
815.444142455797,0,0,0,1,0
816.438608151954,0,0,0,0,1
818.415598024143,0,0,0,1,0
818.417906640481,0,0,0,0,1
818.455138302408,0,0,0,0,1
818.487348167061,0,0,0,0,1
819.490159879299,0,0,0,1,0
820.360687587634,0,0,0,1,0
820.396997091178,0,0,0,1,0
823.352248700599,0,0,0,1,0
825.426863598992,0,0,0,1,0
825.46502238742,0,0,0,0,1
827.407002101307,1,0,0,0,0
833.214702362087,1,0,0,0,0
841.421848941859,0,0,0,0,1
845.287249448827,0,0,1,0,0
846.411919274942,0,0,0,0,1
854.737068253554,0,0,1,0,0
855.234762154559,1,0,0,0,0
885.519734346122,0,0,0,0,1
887.656869256316,1,0,0,0,0
